episode,cumulativeReward,course,flag_get
6490,74.0,7-2,False
6491,243.0,2-4,False
6492,168.0,6-4,False
6493,86.0,8-4,False
6494,357.0,7-4,False
6495,314.0,2-3,False
6496,490.0,7-3,False
6497,360.0,6-2,False
6498,213.0,5-1,False
6499,150.0,4-2,False
6500,352.0,3-3,False
6501,243.0,5-4,False
6502,120.0,1-2,False
6503,75.0,4-4,False
6504,74.0,4-4,False
6505,148.0,8-1,False
6506,303.0,4-3,False
6507,226.0,1-3,False
6508,363.0,7-3,False
6509,183.0,8-3,False
6510,784.0,6-2,False
6511,581.0,1-3,False
6512,148.0,8-1,False
6513,376.0,5-2,False
6514,451.0,6-4,False
6515,227.0,3-3,False
6516,100.0,5-3,False
6517,243.0,2-4,False
6518,323.0,1-3,False
6519,572.0,1-2,False
6520,119.0,1-2,False
6521,424.0,2-3,False
6522,325.0,5-3,False
6523,666.0,3-1,False
6524,275.0,3-4,False
6525,97.0,2-2,False
6526,192.0,7-2,False
6527,171.0,6-4,False
6528,86.0,8-4,False
6529,303.0,6-3,False
6530,227.0,5-3,False
6531,288.0,6-1,False
6532,331.0,3-1,False
6533,136.0,8-2,False
6534,311.0,2-4,False
6535,243.0,5-4,False
6536,255.0,2-1,False
6537,1033.0,7-2,False
6538,268.0,7-1,False
6539,406.0,1-2,False
6540,598.0,1-1,False
6541,227.0,6-3,False
6542,386.0,4-1,False
6543,325.0,1-3,False
6544,486.0,7-1,False
6545,227.0,1-3,False
6546,123.0,5-1,False
6547,325.0,1-3,False
6548,720.0,6-2,False
6549,242.0,2-4,False
6550,235.0,8-2,False
6551,143.0,4-2,False
6552,385.0,7-2,False
6553,123.0,5-1,False
6554,86.0,8-4,False
6555,122.0,1-2,False
6556,288.0,6-1,False
6557,489.0,2-3,False
6558,327.0,3-1,False
6559,312.0,7-3,False
6560,231.0,2-2,False
6561,783.0,6-2,False
6562,239.0,5-4,False
6563,308.0,5-2,False
6564,466.0,7-1,False
6565,931.0,8-3,False
6566,573.0,6-1,False
6567,817.0,1-2,False
6568,280.0,8-2,False
6569,831.0,2-1,False
6570,660.0,6-2,False
6571,154.0,8-1,False
6572,225.0,3-3,False
6573,993.0,8-2,False
6574,574.0,6-1,False
6575,342.0,1-3,False
6576,1136.0,7-2,False
6577,199.0,3-4,False
6578,347.0,7-4,False
6579,585.0,2-3,False
6580,299.0,6-3,False
6581,330.0,6-3,False
6582,292.0,3-4,False
6583,146.0,5-2,False
6584,631.0,5-3,False
6585,381.0,5-1,False
6586,146.0,8-2,False
6587,269.0,8-2,False
6588,1138.0,7-2,False
6589,403.0,2-1,False
6590,1564.0,1-1,False
6591,130.0,5-1,False
6592,86.0,8-4,False
6593,186.0,5-4,False
6594,120.0,8-4,False
6595,453.0,3-4,False
6596,330.0,3-1,False
6597,406.0,2-1,False
6598,202.0,4-2,False
6599,127.0,1-2,False
6600,133.0,1-2,False
6601,325.0,6-3,False
6602,314.0,7-1,False
6603,575.0,4-4,False
6604,508.0,7-3,False
6605,379.0,8-3,False
6606,1151.0,3-2,False
6607,74.0,4-4,False
6608,281.0,7-4,False
6609,137.0,4-2,False
6610,842.0,8-1,False
6611,355.0,1-3,False
6612,542.0,6-2,False
6613,147.0,8-1,False
6614,227.0,5-3,False
6615,786.0,7-1,False
6616,226.0,6-3,False
6617,377.0,6-1,False
6618,238.0,7-2,False
6619,333.0,6-2,False
6620,514.0,2-3,False
6621,242.0,2-1,False
6622,137.0,1-2,False
6623,253.0,1-3,False
6624,252.0,3-3,False
6625,389.0,3-3,False
6626,259.0,2-1,False
6627,434.0,6-1,False
6628,323.0,7-1,False
6629,797.0,7-1,False
6630,917.0,8-3,False
6631,284.0,2-4,False
6632,158.0,3-2,False
6633,516.0,3-1,False
6634,220.0,6-3,False
6635,238.0,3-3,False
6636,59.0,2-2,False
6637,301.0,7-3,False
6638,566.0,1-2,False
6639,208.0,3-4,False
6640,171.0,1-4,False
6641,448.0,7-3,False
6642,257.0,2-1,False
6643,324.0,6-2,False
6644,242.0,2-4,False
6645,584.0,1-2,False
6646,564.0,7-3,False
6647,1378.0,2-2,False
6648,279.0,3-1,False
6649,387.0,5-2,False
6650,227.0,1-3,False
6651,238.0,2-2,False
6652,284.0,2-3,False
6653,225.0,3-3,False
6654,224.0,1-1,False
6655,231.0,1-1,False
6656,243.0,2-4,False
6657,358.0,4-1,False
6658,86.0,8-4,False
6659,227.0,5-3,False
6660,403.0,2-1,False
6661,102.0,5-3,False
6662,120.0,1-2,False
6663,442.0,2-3,False
6664,86.0,8-4,False
6665,197.0,5-1,False
6666,399.0,6-4,False
6667,408.0,8-3,False
6668,226.0,3-3,False
6669,224.0,3-3,False
6670,146.0,8-1,False
6671,233.0,8-2,False
6672,141.0,4-2,False
6673,138.0,4-2,False
6674,1004.0,3-1,False
6675,215.0,1-3,False
6676,310.0,6-3,False
6677,1380.0,2-2,False
6678,141.0,4-2,False
6679,598.0,1-1,False
6680,242.0,5-4,False
6681,168.0,1-4,False
6682,86.0,8-4,False
6683,304.0,4-3,False
6684,292.0,7-2,False
6685,34.0,8-4,False
6686,136.0,3-2,False
6687,243.0,2-4,False
6688,234.0,1-1,False
6689,304.0,4-3,False
6690,304.0,4-3,False
6691,242.0,2-4,False
6692,242.0,2-4,False
6693,312.0,7-1,False
6694,99.0,5-3,False
6695,147.0,8-1,False
6696,941.0,8-3,False
6697,288.0,6-1,False
6698,231.0,8-2,False
6699,188.0,8-2,False
6700,242.0,5-4,False
6701,365.0,7-4,False
6702,451.0,6-4,False
6703,75.0,4-4,False
6704,985.0,2-3,False
6705,696.0,2-2,False
6706,349.0,8-3,False
6707,209.0,4-2,False
6708,149.0,3-2,False
6709,288.0,3-2,False
6710,170.0,6-4,False
6711,238.0,1-1,False
6712,158.0,5-2,False
6713,335.0,4-3,False
6714,184.0,8-3,False
6715,639.0,1-1,False
6716,140.0,5-1,False
6717,202.0,4-2,False
6718,86.0,8-4,False
6719,77.0,4-4,False
6720,793.0,7-1,False
6721,1004.0,2-3,False
6722,166.0,1-4,False
6723,170.0,1-4,False
6724,74.0,4-4,False
6725,213.0,3-4,False
6726,299.0,3-3,False
6727,1002.0,7-3,False
6728,248.0,1-3,False
6729,429.0,8-3,False
6730,418.0,5-4,False
6731,202.0,4-2,False
6732,299.0,3-3,False
6733,858.0,6-1,False
6734,152.0,5-2,False
6735,935.0,3-2,False
6736,863.0,5-2,False
6737,225.0,1-3,False
6738,128.0,5-1,False
6739,326.0,6-3,False
6740,74.0,4-4,False
6741,899.0,4-4,False
6742,1257.0,2-3,False
6743,1142.0,2-2,False
6744,195.0,5-4,False
6745,326.0,3-2,False
6746,352.0,2-4,False
6747,110.0,8-4,False
6748,337.0,5-2,False
6749,1224.0,4-1,False
6750,411.0,2-4,False
6751,140.0,5-1,False
6752,184.0,2-4,False
6753,229.0,2-4,False
6754,649.0,7-1,False
6755,471.0,4-1,False
6756,170.0,1-4,False
6757,187.0,2-4,False
6758,158.0,8-2,False
6759,324.0,4-3,False
6760,1142.0,2-2,False
6761,352.0,5-4,False
6762,375.0,6-4,False
6763,300.0,6-4,False
6764,1099.0,7-1,False
6765,409.0,2-1,False
6766,537.0,2-3,False
6767,250.0,5-4,False
6768,61.0,2-3,False
6769,376.0,5-3,False
6770,1129.0,2-2,False
6771,151.0,8-1,False
6772,699.0,7-1,False
6773,231.0,1-1,False
6774,214.0,3-4,False
6775,73.0,4-4,False
6776,74.0,4-4,False
6777,214.0,3-4,False
6778,418.0,6-1,False
6779,227.0,2-1,False
6780,243.0,2-4,False
6781,215.0,3-4,False
6782,86.0,8-4,False
6783,156.0,5-2,False
6784,240.0,2-4,False
6785,242.0,5-4,False
6786,323.0,4-1,False
6787,283.0,2-4,False
6788,123.0,2-2,False
6789,411.0,7-3,False
6790,242.0,7-4,False
6791,293.0,2-3,False
6792,227.0,3-3,False
6793,120.0,1-2,False
6794,941.0,8-3,False
6795,233.0,1-1,False
6796,123.0,5-1,False
6797,116.0,1-2,False
6798,59.0,7-2,False
6799,951.0,2-3,False
6800,242.0,2-1,False
6801,481.0,7-3,False
6802,137.0,1-2,False
6803,889.0,8-3,False
6804,242.0,1-3,False
6805,604.0,1-1,False
6806,351.0,3-3,False
6807,362.0,5-3,False
6808,474.0,4-1,False
6809,582.0,1-2,False
6810,125.0,5-1,False
6811,304.0,6-3,False
6812,413.0,3-2,False
6813,429.0,7-2,False
6814,417.0,3-2,False
6815,148.0,4-2,False
6816,146.0,8-1,False
6817,85.0,8-4,False
6818,86.0,8-4,False
6819,643.0,5-2,False
6820,171.0,6-4,False
6821,310.0,5-4,False
6822,288.0,6-1,False
6823,120.0,1-2,False
6824,227.0,5-3,False
6825,171.0,6-4,False
6826,242.0,5-4,False
6827,243.0,2-4,False
6828,216.0,6-3,False
6829,120.0,1-2,False
6830,273.0,5-2,False
6831,74.0,4-4,False
6832,928.0,8-3,False
6833,214.0,3-4,False
6834,85.0,8-4,False
6835,401.0,4-1,False
6836,136.0,3-2,False
6837,168.0,1-4,False
6838,240.0,2-1,False
6839,356.0,4-3,False
6840,226.0,6-3,False
6841,416.0,2-3,False
6842,824.0,3-1,False
6843,834.0,2-2,False
6844,670.0,1-3,False
6845,1339.0,3-2,False
6846,280.0,6-1,False
6847,595.0,1-2,False
6848,133.0,3-2,False
6849,482.0,1-4,False
6850,428.0,3-2,False
6851,241.0,5-3,False
6852,214.0,3-4,False
6853,283.0,7-4,False
6854,664.0,2-1,False
6855,509.0,7-3,False
6856,1147.0,3-2,False
6857,209.0,5-1,False
6858,456.0,7-2,False
6859,345.0,7-1,False
6860,288.0,3-4,False
6861,252.0,1-1,False
6862,885.0,6-1,False
6863,428.0,7-2,False
6864,258.0,8-1,False
6865,468.0,4-1,False
6866,242.0,2-4,False
6867,144.0,8-1,False
6868,574.0,2-1,False
6869,488.0,8-1,False
6870,419.0,7-2,False
6871,304.0,4-3,False
6872,1066.0,2-3,False
6873,360.0,6-2,False
6874,642.0,5-2,False
6875,211.0,4-2,False
6876,243.0,5-4,False
6877,304.0,6-2,False
6878,227.0,1-3,False
6879,227.0,5-3,False
6880,172.0,6-4,False
6881,243.0,5-4,False
6882,426.0,6-1,False
6883,197.0,7-1,False
6884,498.0,7-3,False
6885,306.0,7-3,False
6886,287.0,6-1,False
6887,214.0,3-4,False
6888,215.0,3-4,False
6889,120.0,1-2,False
6890,286.0,8-2,False
6891,150.0,4-2,False
6892,148.0,4-2,False
6893,243.0,5-4,False
6894,75.0,4-4,False
6895,123.0,5-1,False
6896,171.0,1-4,False
6897,288.0,6-1,False
6898,178.0,7-2,False
6899,231.0,1-3,False
6900,243.0,2-4,False
6901,397.0,4-1,False
6902,170.0,1-4,False
6903,147.0,8-1,False
6904,242.0,1-1,False
6905,248.0,5-4,False
6906,324.0,4-3,False
6907,227.0,1-3,False
6908,640.0,7-2,False
6909,227.0,1-3,False
6910,351.0,2-2,False
6911,136.0,3-2,False
6912,75.0,4-4,False
6913,215.0,3-4,False
6914,370.0,5-1,False
6915,87.0,8-4,False
6916,291.0,2-3,False
6917,150.0,8-2,False
6918,384.0,1-2,False
6919,627.0,6-2,False
6920,257.0,2-1,False
6921,226.0,3-3,False
6922,363.0,2-1,False
6923,225.0,5-3,False
6924,148.0,4-2,False
6925,145.0,4-2,False
6926,288.0,6-1,False
6927,288.0,6-4,False
6928,75.0,4-4,False
6929,303.0,4-3,False
6930,1142.0,2-2,False
6931,292.0,7-1,False
6932,279.0,3-2,False
6933,737.0,5-1,False
6934,582.0,2-2,False
6935,763.0,2-3,False
6936,294.0,4-3,False
6937,353.0,4-1,False
6938,226.0,6-3,False
6939,311.0,2-4,False
6940,252.0,2-1,False
6941,324.0,7-1,False
6942,1009.0,2-3,False
6943,309.0,5-4,False
6944,1138.0,2-2,False
6945,1020.0,7-3,False
6946,268.0,8-1,False
6947,71.0,4-4,False
6948,176.0,8-3,False
6949,823.0,1-2,False
6950,300.0,3-3,False
6951,251.0,1-3,False
6952,1041.0,8-3,False
6953,234.0,1-1,False
6954,1348.0,2-2,False
6955,228.0,8-2,False
6956,310.0,2-3,False
6957,307.0,2-3,False
6958,241.0,5-4,False
6959,171.0,6-4,False
6960,147.0,8-1,False
6961,810.0,3-1,False
6962,123.0,5-1,False
6963,491.0,7-3,False
6964,305.0,4-3,False
6965,1148.0,2-2,False
6966,485.0,6-4,False
6967,277.0,8-2,False
6968,309.0,7-4,False
6969,423.0,6-1,False
6970,120.0,1-2,False
6971,341.0,2-2,False
6972,280.0,6-1,False
6973,144.0,7-1,False
6974,242.0,5-4,False
6975,75.0,4-4,False
6976,278.0,5-2,False
6977,381.0,2-1,False
6978,75.0,4-4,False
6979,222.0,8-2,False
6980,303.0,4-3,False
6981,317.0,4-3,False
6982,284.0,3-2,False
6983,326.0,5-3,False
6984,298.0,7-3,False
6985,925.0,8-3,False
6986,777.0,6-2,False
6987,111.0,3-2,False
6988,303.0,4-3,False
6989,147.0,8-1,False
6990,150.0,4-2,False
6991,233.0,5-3,False
6992,75.0,4-4,False
6993,227.0,1-3,False
6994,246.0,2-2,False
6995,149.0,4-2,False
6996,288.0,6-1,False
6997,353.0,7-2,False
6998,185.0,3-4,False
6999,996.0,2-3,False
7000,949.0,8-3,False
7001,190.0,7-1,False
7002,416.0,7-2,False
7003,227.0,5-3,False
7004,288.0,5-2,False
7005,460.0,3-1,False
7006,360.0,7-1,False
7007,123.0,5-1,False
7008,262.0,3-3,False
7009,399.0,1-4,False
7010,196.0,5-1,False
7011,731.0,6-2,False
7012,123.0,5-1,False
7013,343.0,3-3,False
7014,997.0,2-2,False
7015,355.0,5-2,False
7016,242.0,7-4,False
7017,205.0,8-2,False
7018,242.0,7-4,False
7019,339.0,7-1,False
7020,123.0,5-1,False
7021,75.0,4-4,False
7022,288.0,6-1,False
7023,531.0,2-3,False
7024,268.0,5-2,False
7025,274.0,8-2,False
7026,468.0,7-3,False
7027,252.0,2-4,False
7028,227.0,3-3,False
7029,167.0,1-4,False
7030,866.0,8-3,False
7031,1407.0,2-2,False
7032,316.0,7-4,False
7033,257.0,2-1,False
7034,219.0,5-3,False
7035,369.0,2-4,False
7036,241.0,7-4,False
7037,197.0,5-1,False
7038,303.0,5-4,False
7039,316.0,3-1,False
7040,1094.0,7-1,False
7041,234.0,4-1,False
7042,229.0,5-3,False
7043,120.0,1-2,False
7044,123.0,5-1,False
7045,76.0,4-4,False
7046,197.0,5-1,False
7047,229.0,1-3,False
7048,55.0,8-3,False
7049,133.0,4-2,False
7050,167.0,6-4,False
7051,227.0,1-3,False
7052,136.0,3-2,False
7053,280.0,7-1,False
7054,150.0,4-2,False
7055,196.0,5-1,False
7056,126.0,5-1,False
7057,241.0,5-4,False
7058,308.0,7-4,False
7059,242.0,2-4,False
7060,386.0,4-1,False
7061,215.0,3-4,False
7062,562.0,1-2,False
7063,923.0,8-3,False
7064,308.0,5-2,False
7065,215.0,3-4,False
7066,257.0,8-1,False
7067,368.0,4-1,False
7068,159.0,8-2,False
7069,384.0,7-2,False
7070,587.0,2-3,False
7071,342.0,3-1,False
7072,1314.0,1-1,False
7073,668.0,3-1,False
7074,443.0,1-4,False
7075,1139.0,7-2,False
7076,263.0,7-3,False
7077,119.0,1-2,False
7078,341.0,4-1,False
7079,237.0,5-4,False
7080,243.0,7-4,False
7081,250.0,4-2,False
7082,120.0,1-2,False
7083,240.0,2-1,False
7084,383.0,4-1,False
7085,309.0,2-3,False
7086,341.0,8-3,False
7087,335.0,3-1,False
7088,71.0,4-4,False
7089,227.0,6-3,False
7090,488.0,7-3,False
7091,362.0,6-2,False
7092,227.0,3-3,False
7093,86.0,8-4,False
7094,366.0,7-2,False
7095,150.0,4-2,False
7096,451.0,2-2,False
7097,280.0,7-4,False
7098,363.0,7-2,False
7099,178.0,6-2,False
7100,304.0,4-3,False
7101,490.0,7-1,False
7102,308.0,7-3,False
7103,304.0,4-3,False
7104,276.0,8-2,False
7105,666.0,2-3,False
7106,75.0,4-4,False
7107,242.0,7-4,False
7108,75.0,4-4,False
7109,498.0,7-2,False
7110,135.0,3-2,False
7111,606.0,1-1,False
7112,912.0,8-3,False
7113,310.0,2-4,False
7114,223.0,6-3,False
7115,441.0,7-3,False
7116,119.0,5-1,False
7117,165.0,1-4,False
7118,491.0,1-4,False
7119,856.0,2-3,False
7120,327.0,7-3,False
7121,272.0,7-1,False
7122,75.0,4-4,False
7123,133.0,3-2,False
7124,287.0,6-1,False
7125,1402.0,2-2,False
7126,260.0,8-1,False
7127,169.0,1-4,False
7128,427.0,6-1,False
7129,86.0,8-4,False
7130,362.0,2-1,False
7131,644.0,7-1,False
7132,311.0,2-4,False
7133,305.0,4-1,False
7134,1404.0,8-1,False
7135,238.0,6-2,False
7136,421.0,6-1,False
7137,493.0,3-1,False
7138,857.0,2-2,False
7139,211.0,4-2,False
7140,275.0,2-1,False
7141,435.0,2-4,False
7142,303.0,6-3,False
7143,308.0,5-4,False
7144,165.0,6-4,False
7145,323.0,1-3,False
7146,324.0,3-1,False
7147,789.0,6-2,False
7148,308.0,7-1,False
7149,236.0,2-4,False
7150,734.0,5-1,False
7151,352.0,7-3,False
7152,689.0,3-4,False
7153,1081.0,2-2,False
7154,380.0,5-2,False
7155,907.0,7-1,False
7156,274.0,6-4,False
7157,498.0,4-3,False
7158,267.0,8-2,False
7159,1069.0,2-2,False
7160,81.0,8-4,False
7161,167.0,1-4,False
7162,256.0,3-3,False
7163,370.0,2-4,False
7164,74.0,4-4,False
7165,213.0,3-4,False
7166,123.0,5-1,False
7167,167.0,1-4,False
7168,181.0,7-1,False
7169,387.0,5-2,False
7170,288.0,3-1,False
7171,245.0,1-1,False
7172,243.0,2-4,False
7173,245.0,7-4,False
7174,226.0,6-3,False
7175,497.0,7-3,False
7176,86.0,8-4,False
7177,225.0,2-2,False
7178,474.0,4-1,False
7179,241.0,2-4,False
7180,616.0,1-1,False
7181,86.0,8-4,False
7182,174.0,6-4,False
7183,395.0,4-1,False
7184,328.0,3-1,False
7185,120.0,1-2,False
7186,323.0,4-3,False
7187,257.0,4-2,False
7188,675.0,3-1,False
7189,117.0,8-4,False
7190,211.0,4-2,False
7191,317.0,7-1,False
7192,403.0,8-1,False
7193,420.0,4-1,False
7194,225.0,5-3,False
7195,242.0,3-3,False
7196,694.0,5-4,False
7197,274.0,8-2,False
7198,387.0,1-4,False
7199,581.0,7-1,False
7200,125.0,5-1,False
7201,310.0,5-4,False
7202,148.0,4-2,False
7203,120.0,1-2,False
7204,211.0,4-2,False
7205,226.0,3-3,False
7206,75.0,4-4,False
7207,596.0,1-1,False
7208,257.0,2-1,False
7209,80.0,2-3,False
7210,-30.0,8-2,False
7211,168.0,5-3,False
7212,885.0,8-3,False
7213,242.0,5-4,False
7214,136.0,3-2,False
7215,86.0,8-4,False
7216,626.0,6-2,False
7217,243.0,7-4,False
7218,578.0,7-2,False
7219,167.0,6-4,False
7220,328.0,7-1,False
7221,243.0,2-4,False
7222,492.0,6-2,False
7223,240.0,2-1,False
7224,276.0,3-2,False
7225,167.0,1-4,False
7226,552.0,2-1,False
7227,168.0,1-4,False
7228,278.0,6-1,False
7229,328.0,7-1,False
7230,222.0,1-3,False
7231,386.0,4-1,False
7232,640.0,5-2,False
7233,172.0,1-4,False
7234,264.0,6-4,False
7235,123.0,5-1,False
7236,233.0,1-3,False
7237,579.0,3-2,False
7238,301.0,4-3,False
7239,237.0,3-3,False
7240,330.0,5-3,False
7241,126.0,5-1,False
7242,243.0,2-4,False
7243,147.0,8-1,False
7244,282.0,2-4,False
7245,167.0,1-4,False
7246,120.0,1-2,False
7247,361.0,8-2,False
7248,303.0,4-3,False
7249,347.0,6-2,False
7250,304.0,4-3,False
7251,86.0,8-4,False
7252,209.0,1-3,False
7253,83.0,8-4,False
7254,74.0,4-4,False
7255,489.0,3-3,False
7256,276.0,7-4,False
7257,437.0,7-2,False
7258,576.0,1-2,False
7259,1036.0,1-1,False
7260,136.0,3-2,False
7261,227.0,1-3,False
7262,886.0,8-3,False
7263,673.0,3-1,False
7264,241.0,8-2,False
7265,86.0,8-4,False
7266,1283.0,2-2,False
7267,617.0,1-1,False
7268,374.0,6-2,False
7269,164.0,8-1,False
7270,423.0,6-1,False
7271,989.0,7-3,False
7272,519.0,2-3,False
7273,198.0,3-4,False
7274,736.0,8-2,False
7275,1002.0,7-3,False
7276,699.0,3-1,False
7277,254.0,6-2,False
7278,210.0,5-1,False
7279,177.0,8-3,False
7280,1025.0,2-3,False
7281,452.0,3-1,False
7282,372.0,8-3,False
7283,1205.0,7-2,False
7284,273.0,8-1,False
7285,390.0,6-4,False
7286,128.0,5-1,False
7287,258.0,3-3,False
7288,89.0,8-4,False
7289,634.0,1-1,False
7290,1138.0,7-2,False
7291,1022.0,2-2,False
7292,515.0,7-1,False
7293,242.0,5-4,False
7294,617.0,1-1,False
7295,241.0,8-2,False
7296,247.0,3-3,False
7297,134.0,3-2,False
7298,227.0,5-3,False
7299,564.0,1-2,False
7300,229.0,2-4,False
7301,79.0,8-4,False
7302,384.0,7-2,False
7303,238.0,7-4,False
7304,238.0,2-2,False
7305,551.0,2-1,False
7306,365.0,7-3,False
7307,376.0,2-1,False
7308,736.0,6-2,False
7309,490.0,3-1,False
7310,639.0,6-2,False
7311,382.0,5-2,False
7312,493.0,3-1,False
7313,912.0,8-3,False
7314,1042.0,8-3,False
7315,308.0,5-2,False
7316,303.0,4-3,False
7317,362.0,5-2,False
7318,303.0,4-3,False
7319,215.0,3-4,False
7320,129.0,8-2,False
7321,160.0,5-2,False
7322,132.0,5-2,False
7323,227.0,5-3,False
7324,288.0,6-1,False
7325,325.0,5-2,False
7326,303.0,4-3,False
7327,242.0,7-4,False
7328,227.0,6-3,False
7329,135.0,3-2,False
7330,147.0,8-1,False
7331,501.0,3-1,False
7332,136.0,4-2,False
7333,242.0,5-4,False
7334,242.0,7-4,False
7335,313.0,6-2,False
7336,124.0,5-1,False
7337,171.0,6-4,False
7338,75.0,4-4,False
7339,648.0,2-2,False
7340,162.0,6-3,False
7341,334.0,4-1,False
7342,123.0,5-1,False
7343,693.0,7-2,False
7344,171.0,1-4,False
7345,243.0,7-4,False
7346,355.0,7-2,False
7347,173.0,2-4,False
7348,240.0,2-1,False
7349,171.0,6-4,False
7350,513.0,2-2,False
7351,231.0,1-1,False
7352,369.0,6-1,False
7353,381.0,2-2,False
7354,-33.0,8-2,False
7355,-165.0,6-2,False
7356,-44.0,2-2,False
7357,-293.0,2-2,False
7358,89.0,3-2,False
7359,226.0,4-1,False
7360,139.0,3-1,False
7361,485.0,6-4,False
7362,272.0,8-1,False
7363,291.0,7-1,False
7364,220.0,6-3,False
7365,185.0,8-3,False
7366,161.0,8-1,False
7367,251.0,5-4,False
7368,843.0,2-2,False
7369,187.0,3-4,False
7370,241.0,2-1,False
7371,110.0,8-4,False
7372,996.0,2-3,False
7373,867.0,2-2,False
7374,169.0,6-4,False
7375,120.0,8-4,False
7376,185.0,8-3,False
7377,281.0,7-4,False
7378,214.0,3-4,False
7379,354.0,4-1,False
7380,181.0,8-3,False
7381,251.0,3-3,False
7382,118.0,1-2,False
7383,281.0,2-4,False
7384,358.0,6-4,False
7385,172.0,6-4,False
7386,76.0,4-4,False
7387,1143.0,7-2,False
7388,339.0,2-4,False
7389,242.0,7-4,False
7390,331.0,4-3,False
7391,345.0,5-3,False
7392,252.0,1-3,False
7393,298.0,7-4,False
7394,166.0,1-4,False
7395,330.0,6-3,False
7396,289.0,3-1,False
7397,352.0,7-1,False
7398,446.0,2-1,False
7399,289.0,3-2,False
7400,614.0,1-1,False
7401,62.0,2-3,False
7402,143.0,5-1,False
7403,356.0,4-3,False
7404,273.0,4-1,False
7405,279.0,2-4,False
7406,1002.0,2-3,False
7407,459.0,6-1,False
7408,192.0,2-4,False
7409,311.0,7-1,False
7410,259.0,2-1,False
7411,246.0,1-1,False
7412,460.0,7-2,False
7413,272.0,8-2,False
7414,458.0,6-1,False
7415,250.0,3-3,False
7416,355.0,1-3,False
7417,132.0,5-2,False
7418,167.0,6-4,False
7419,355.0,4-1,False
7420,260.0,2-1,False
7421,173.0,6-4,False
7422,512.0,7-3,False
7423,328.0,4-3,False
7424,329.0,4-3,False
7425,110.0,8-4,False
7426,259.0,3-3,False
7427,1025.0,2-2,False
7428,282.0,6-1,False
7429,202.0,7-1,False
7430,330.0,4-3,False
7431,383.0,8-3,False
7432,134.0,1-2,False
7433,280.0,7-4,False
7434,637.0,5-2,False
7435,171.0,6-4,False
7436,490.0,7-1,False
7437,1040.0,2-2,False
7438,264.0,6-4,False
7439,433.0,6-1,False
7440,259.0,2-1,False
7441,1038.0,2-2,False
7442,217.0,6-3,False
7443,341.0,4-3,False
7444,509.0,7-3,False
7445,133.0,1-2,False
7446,276.0,2-1,False
7447,141.0,4-2,False
7448,328.0,4-3,False
7449,101.0,8-4,False
7450,250.0,1-1,False
7451,280.0,6-1,False
7452,139.0,4-2,False
7453,189.0,3-4,False
7454,708.0,2-2,False
7455,242.0,2-1,False
7456,140.0,5-1,False
7457,170.0,6-4,False
7458,170.0,8-1,False
7459,219.0,6-3,False
7460,283.0,5-2,False
7461,-165.0,6-2,False
7462,-165.0,7-1,False
7463,259.0,2-1,False
7464,252.0,1-3,False
7465,284.0,7-4,False
7466,391.0,1-4,False
7467,59.0,7-2,False
7468,284.0,5-4,False
7469,242.0,2-1,False
7470,140.0,5-1,False
7471,-81.0,8-3,False
7472,190.0,6-1,False
7473,374.0,8-3,False
7474,281.0,2-4,False
7475,195.0,2-4,False
7476,221.0,6-3,False
7477,137.0,5-1,False
7478,309.0,3-1,False
7479,282.0,6-1,False
7480,329.0,4-3,False
7481,283.0,7-4,False
7482,207.0,8-2,False
7483,120.0,7-2,False
7484,258.0,1-3,False
7485,618.0,2-3,False
7486,720.0,7-3,False
7487,252.0,1-3,False
7488,138.0,4-2,False
7489,284.0,6-1,False
7490,487.0,3-1,False
7491,170.0,8-1,False
7492,92.0,7-2,False
7493,252.0,1-1,False
7494,158.0,3-2,False
7495,335.0,4-3,False
7496,170.0,8-1,False
7497,343.0,2-2,False
7498,494.0,3-1,False
7499,255.0,5-3,False
7500,250.0,7-1,False
7501,223.0,1-3,False
7502,214.0,3-4,False
7503,107.0,8-4,False
7504,138.0,4-2,False
7505,140.0,5-1,False
7506,141.0,4-2,False
7507,43.0,3-1,False
7508,300.0,7-3,False
7509,227.0,6-3,False
7510,226.0,5-3,False
7511,291.0,2-3,False
7512,150.0,4-2,False
7513,400.0,4-1,False
7514,296.0,4-3,False
7515,48.0,3-1,False
7516,224.0,6-1,False
7517,81.0,5-2,False
7518,221.0,6-3,False
7519,155.0,2-2,False
7520,-165.0,6-2,False
7521,227.0,6-3,False
7522,146.0,8-1,False
7523,257.0,2-1,False
7524,147.0,8-1,False
7525,227.0,5-3,False
7526,137.0,4-4,False
7527,243.0,2-4,False
7528,380.0,6-2,False
7529,75.0,4-4,False
7530,303.0,4-3,False
7531,490.0,7-3,False
7532,136.0,3-2,False
7533,396.0,1-4,False
7534,324.0,7-1,False
7535,147.0,8-1,False
7536,377.0,5-2,False
7537,184.0,8-2,False
7538,288.0,6-1,False
7539,324.0,5-3,False
7540,394.0,4-1,False
7541,171.0,1-4,False
7542,242.0,7-4,False
7543,562.0,7-1,False
7544,226.0,1-3,False
7545,259.0,8-1,False
7546,303.0,2-3,False
7547,75.0,4-4,False
7548,765.0,8-3,False
7549,216.0,3-4,False
7550,147.0,8-1,False
7551,337.0,4-1,False
7552,226.0,6-3,False
7553,878.0,4-4,False
7554,592.0,6-2,False
7555,2440.0,2-2,False
7556,583.0,3-2,False
7557,125.0,5-1,False
7558,227.0,5-3,False
7559,883.0,7-2,False
7560,73.0,4-4,False
