episode,cumulativeReward,course,flag_get
3521,199.0,5-1,False
3522,1103.0,2-2,False
3523,375.0,5-1,False
3524,71.0,4-4,False
3525,1147.0,2-2,False
3526,429.0,6-1,False
3527,245.0,6-2,False
3528,622.0,4-3,False
3529,58.0,7-3,False
3530,426.0,3-2,False
3531,257.0,2-1,False
3532,244.0,1-3,False
3533,308.0,4-3,False
3534,294.0,6-4,False
3535,296.0,2-4,False
3536,235.0,1-3,False
3537,581.0,1-1,False
3538,168.0,6-4,False
3539,582.0,2-2,False
3540,279.0,6-1,False
3541,279.0,7-4,False
3542,234.0,2-4,False
3543,328.0,4-3,False
3544,75.0,4-4,False
3545,219.0,6-3,False
3546,280.0,6-1,False
3547,647.0,5-2,False
3548,244.0,5-4,False
3549,252.0,1-1,False
3550,323.0,6-3,False
3551,340.0,7-1,False
3552,182.0,8-3,False
3553,1081.0,2-2,False
3554,621.0,1-1,False
3555,211.0,3-4,False
3556,1137.0,7-2,False
3557,294.0,3-1,False
3558,238.0,2-4,False
3559,248.0,5-3,False
3560,400.0,4-1,False
3561,286.0,7-1,False
3562,324.0,4-3,False
3563,997.0,2-3,False
3564,262.0,6-4,False
3565,239.0,6-2,False
3566,409.0,4-1,False
3567,259.0,6-2,False
3568,565.0,2-3,False
3569,87.0,8-4,False
3570,171.0,5-4,False
3571,147.0,8-1,False
3572,123.0,5-1,False
3573,235.0,5-3,False
3574,231.0,1-1,False
3575,397.0,2-1,False
3576,257.0,2-1,False
3577,150.0,4-2,False
3578,169.0,1-4,False
3579,280.0,6-1,False
3580,173.0,6-4,False
3581,331.0,7-2,False
3582,289.0,6-1,False
3583,211.0,1-1,False
3584,147.0,8-1,False
3585,226.0,8-3,False
3586,227.0,6-3,False
3587,273.0,5-2,False
3588,270.0,3-1,False
3589,1043.0,8-3,False
3590,310.0,2-4,False
3591,264.0,6-4,False
3592,837.0,8-1,False
3593,308.0,4-3,False
3594,784.0,6-2,False
3595,364.0,7-2,False
3596,291.0,6-1,False
3597,836.0,8-1,False
3598,363.0,2-1,False
3599,585.0,1-2,False
3600,364.0,7-1,False
3601,147.0,8-1,False
3602,517.0,5-2,False
3603,1098.0,7-1,False
3604,215.0,3-4,False
3605,209.0,5-1,False
3606,74.0,4-4,False
3607,204.0,3-4,False
3608,803.0,1-2,False
3609,120.0,1-2,False
3610,303.0,6-3,False
3611,224.0,3-3,False
3612,427.0,3-2,False
3613,215.0,3-4,False
3614,270.0,8-1,False
3615,468.0,4-3,False
3616,441.0,2-1,False
3617,223.0,5-3,False
3618,333.0,4-3,False
3619,1244.0,7-1,False
3620,368.0,7-4,False
3621,1134.0,7-2,False
3622,147.0,8-1,False
3623,147.0,4-2,False
3624,407.0,1-2,False
3625,251.0,3-3,False
3626,810.0,1-2,False
3627,250.0,1-3,False
3628,154.0,5-2,False
3629,355.0,5-3,False
3630,260.0,6-4,False
3631,116.0,5-3,False
3632,172.0,1-4,False
3633,1045.0,8-3,False
3634,207.0,5-1,False
3635,329.0,6-3,False
3636,317.0,6-2,False
3637,198.0,5-4,False
3638,248.0,1-1,False
3639,173.0,6-4,False
3640,170.0,6-4,False
3641,257.0,1-3,False
3642,158.0,3-2,False
3643,140.0,4-2,False
3644,209.0,5-1,False
3645,284.0,2-4,False
3646,196.0,3-4,False
3647,460.0,3-1,False
3648,242.0,7-4,False
3649,123.0,5-1,False
3650,332.0,2-2,False
3651,-33.0,8-2,False
3652,205.0,2-1,False
3653,214.0,3-4,False
3654,138.0,4-2,False
3655,170.0,8-1,False
3656,276.0,8-1,False
3657,176.0,6-2,False
3658,188.0,8-2,False
3659,305.0,7-3,False
3660,86.0,8-4,False
3661,286.0,6-1,False
3662,470.0,6-2,False
3663,441.0,8-3,False
3664,766.0,6-2,False
3665,122.0,1-2,False
3666,211.0,4-2,False
3667,226.0,5-3,False
3668,98.0,7-2,False
3669,123.0,5-1,False
3670,303.0,4-3,False
3671,278.0,8-2,False
3672,623.0,7-3,False
3673,230.0,1-1,False
3674,370.0,4-1,False
3675,553.0,2-1,False
3676,86.0,8-4,False
3677,241.0,5-4,False
3678,236.0,7-4,False
3679,325.0,5-3,False
3680,211.0,4-2,False
3681,1142.0,2-2,False
3682,226.0,5-3,False
3683,414.0,3-2,False
3684,492.0,1-4,False
3685,139.0,8-2,False
3686,276.0,8-2,False
3687,136.0,4-4,False
3688,242.0,7-4,False
3689,276.0,2-4,False
3690,274.0,5-4,False
3691,303.0,7-1,False
3692,240.0,7-4,False
3693,276.0,8-2,False
3694,257.0,2-1,False
3695,1082.0,2-2,False
3696,169.0,6-4,False
3697,252.0,3-3,False
3698,392.0,4-1,False
3699,453.0,6-1,False
3700,75.0,4-4,False
3701,258.0,2-1,False
3702,247.0,3-3,False
3703,136.0,3-2,False
3704,1323.0,7-3,False
3705,294.0,3-3,False
3706,369.0,2-3,False
3707,293.0,3-4,False
3708,241.0,8-2,False
3709,363.0,3-4,False
3710,1019.0,3-2,False
3711,1192.0,8-2,False
3712,243.0,5-4,False
3713,265.0,6-4,False
3714,988.0,7-3,False
3715,166.0,6-4,False
3716,152.0,5-2,False
3717,501.0,6-2,False
3718,75.0,4-4,False
3719,149.0,8-2,False
3720,382.0,5-2,False
3721,216.0,3-4,False
3722,227.0,3-3,False
3723,1206.0,4-1,False
3724,222.0,3-3,False
3725,222.0,3-3,False
3726,198.0,5-1,False
3727,242.0,5-4,False
3728,407.0,8-3,False
3729,1137.0,7-2,False
3730,876.0,8-3,False
3731,219.0,5-3,False
3732,214.0,3-4,False
3733,281.0,5-4,False
3734,349.0,2-4,False
3735,358.0,3-4,False
3736,289.0,3-4,False
3737,810.0,1-2,False
3738,299.0,6-4,False
3739,578.0,4-2,False
3740,138.0,4-2,False
3741,822.0,1-3,False
3742,219.0,6-3,False
3743,312.0,5-4,False
3744,383.0,4-1,False
3745,279.0,7-4,False
3746,225.0,3-3,False
3747,61.0,2-3,False
3748,1098.0,2-2,False
3749,4397.0,4-4,False
3750,102.0,5-1,False
3751,272.0,3-2,False
3752,227.0,3-3,False
3753,236.0,5-2,False
3754,123.0,5-1,False
3755,403.0,7-2,False
3756,543.0,1-2,False
3757,242.0,5-4,False
3758,583.0,1-1,False
3759,993.0,8-3,False
3760,625.0,1-1,False
3761,652.0,3-1,False
3762,408.0,7-2,False
3763,273.0,3-1,False
3764,-33.0,8-1,False
3765,237.0,2-4,False
3766,120.0,1-2,False
3767,288.0,6-1,False
3768,144.0,8-1,False
3769,242.0,7-4,False
3770,240.0,2-1,False
3771,464.0,4-1,False
3772,784.0,6-2,False
3773,150.0,4-2,False
3774,263.0,5-2,False
3775,238.0,2-2,False
3776,245.0,7-1,False
3777,675.0,3-1,False
3778,227.0,5-3,False
3779,86.0,8-4,False
3780,276.0,3-2,False
3781,475.0,4-1,False
3782,1084.0,7-1,False
3783,84.0,5-3,False
3784,384.0,5-2,False
3785,170.0,1-4,False
3786,120.0,5-1,False
3787,120.0,1-2,False
3788,388.0,2-1,False
3789,278.0,6-1,False
3790,313.0,7-4,False
3791,458.0,8-3,False
3792,233.0,5-3,False
3793,701.0,7-2,False
3794,850.0,2-3,False
3795,251.0,8-2,False
3796,1818.0,3-2,False
3797,329.0,6-3,False
3798,269.0,3-3,False
3799,266.0,8-1,False
3800,1143.0,2-2,False
3801,224.0,6-3,False
3802,1140.0,2-2,False
3803,459.0,1-2,False
3804,353.0,8-3,False
3805,250.0,5-2,False
3806,150.0,4-2,False
3807,227.0,1-3,False
3808,414.0,8-3,False
3809,240.0,7-4,False
3810,223.0,3-3,False
3811,300.0,5-4,False
3812,310.0,3-1,False
3813,214.0,3-4,False
3814,1086.0,2-2,False
3815,376.0,2-1,False
3816,558.0,5-3,False
3817,775.0,6-2,False
3818,465.0,4-3,False
3819,136.0,3-2,False
3820,147.0,8-1,False
3821,242.0,7-4,False
3822,304.0,4-3,False
3823,267.0,2-4,False
3824,372.0,5-1,False
3825,308.0,7-3,False
3826,185.0,2-2,False
3827,188.0,7-4,False
3828,243.0,2-4,False
3829,309.0,4-1,False
3830,249.0,7-4,False
3831,281.0,3-2,False
3832,310.0,2-4,False
3833,170.0,6-4,False
3834,991.0,2-2,False
3835,744.0,8-3,False
3836,566.0,6-1,False
3837,226.0,1-3,False
3838,642.0,5-2,False
3839,148.0,4-2,False
3840,391.0,6-3,False
3841,388.0,8-1,False
3842,139.0,8-2,False
3843,166.0,1-4,False
3844,225.0,1-3,False
3845,184.0,8-2,False
3846,365.0,7-3,False
3847,1193.0,4-1,False
3848,423.0,6-3,False
3849,314.0,6-3,False
3850,269.0,8-1,False
3851,166.0,1-4,False
3852,249.0,8-2,False
3853,116.0,1-2,False
3854,274.0,2-1,False
3855,549.0,7-3,False
3856,778.0,6-2,False
3857,147.0,8-1,False
3858,903.0,8-3,False
3859,311.0,4-1,False
3860,377.0,2-1,False
3861,233.0,8-2,False
3862,219.0,5-3,False
3863,243.0,5-4,False
3864,806.0,1-2,False
3865,162.0,4-2,False
3866,75.0,4-4,False
3867,1242.0,2-3,False
3868,210.0,5-1,False
3869,258.0,6-4,False
3870,426.0,6-1,False
3871,795.0,8-1,False
3872,383.0,5-2,False
3873,406.0,6-1,False
3874,1255.0,2-3,False
3875,1698.0,2-4,False
3876,193.0,7-1,False
3877,189.0,5-4,False
3878,1001.0,2-3,False
3879,138.0,4-2,False
3880,1000.0,2-3,False
3881,244.0,3-3,False
3882,172.0,6-4,False
3883,118.0,8-4,False
3884,626.0,1-1,False
3885,239.0,2-4,False
3886,412.0,4-1,False
3887,500.0,2-3,False
3888,1004.0,7-3,False
3889,772.0,8-3,False
3890,273.0,4-1,False
3891,714.0,7-3,False
3892,391.0,5-2,False
3893,157.0,8-1,False
3894,844.0,8-1,False
3895,150.0,8-2,False
3896,896.0,5-2,False
3897,250.0,3-3,False
3898,1004.0,2-3,False
3899,169.0,1-4,False
3900,279.0,7-4,False
3901,638.0,1-1,False
3902,514.0,7-3,False
3903,170.0,6-4,False
3904,171.0,1-4,False
3905,169.0,1-4,False
3906,158.0,3-2,False
3907,170.0,6-4,False
3908,1711.0,2-2,False
3909,173.0,6-4,False
3910,352.0,6-2,False
3911,325.0,3-1,False
3912,589.0,1-1,False
3913,395.0,4-1,False
3914,353.0,7-1,False
3915,329.0,4-3,False
3916,288.0,6-1,False
3917,87.0,8-4,False
3918,403.0,2-1,False
3919,252.0,5-4,False
3920,325.0,1-3,False
3921,87.0,8-4,False
3922,1138.0,7-2,False
3923,59.0,2-2,False
3924,183.0,5-2,False
3925,242.0,2-4,False
3926,296.0,2-2,False
3927,380.0,2-2,False
3928,75.0,4-4,False
3929,1175.0,4-1,False
3930,145.0,4-2,False
3931,75.0,4-4,False
3932,323.0,2-4,False
3933,86.0,8-4,False
3934,764.0,8-3,False
3935,310.0,5-4,False
3936,784.0,6-2,False
3937,139.0,8-2,False
3938,276.0,3-1,False
3939,168.0,6-4,False
3940,131.0,3-2,False
3941,230.0,6-3,False
3942,134.0,4-4,False
3943,741.0,1-1,False
3944,241.0,5-4,False
3945,326.0,5-3,False
3946,452.0,7-2,False
3947,880.0,5-2,False
3948,170.0,1-4,False
3949,257.0,6-4,False
3950,209.0,4-2,False
3951,876.0,5-2,False
3952,413.0,3-2,False
3953,301.0,4-3,False
3954,232.0,7-4,False
3955,319.0,6-3,False
3956,296.0,7-1,False
3957,259.0,8-1,False
3958,320.0,7-1,False
3959,544.0,2-1,False
3960,258.0,8-1,False
3961,738.0,1-1,False
3962,567.0,7-1,False
3963,86.0,8-4,False
3964,712.0,6-2,False
3965,1160.0,2-2,False
3966,166.0,6-4,False
3967,988.0,7-3,False
3968,862.0,5-2,False
3969,135.0,4-4,False
3970,309.0,6-3,False
3971,170.0,6-4,False
3972,260.0,8-2,False
3973,271.0,7-3,False
3974,671.0,3-1,False
3975,428.0,2-3,False
3976,243.0,5-4,False
3977,225.0,6-3,False
3978,979.0,5-2,False
3979,582.0,1-2,False
3980,301.0,4-3,False
3981,720.0,7-2,False
3982,306.0,7-1,False
3983,543.0,8-1,False
3984,120.0,1-2,False
3985,143.0,8-2,False
3986,229.0,3-3,False
3987,550.0,2-1,False
3988,89.0,8-4,False
3989,301.0,4-3,False
3990,104.0,8-4,False
3991,80.0,8-4,False
3992,86.0,8-4,False
3993,284.0,6-4,False
3994,562.0,1-2,False
3995,506.0,3-1,False
3996,188.0,8-2,False
3997,462.0,7-3,False
3998,288.0,6-1,False
3999,302.0,6-4,False
4000,891.0,8-3,False
4001,299.0,2-3,False
4002,136.0,3-2,False
4003,280.0,8-2,False
4004,214.0,3-4,False
4005,147.0,8-1,False
4006,341.0,6-2,False
4007,640.0,1-1,False
4008,251.0,5-3,False
4009,829.0,8-3,False
4010,617.0,7-2,False
4011,94.0,4-2,False
4012,227.0,5-3,False
4013,448.0,1-2,False
4014,353.0,4-1,False
4015,212.0,3-4,False
4016,86.0,8-4,False
4017,240.0,2-1,False
4018,383.0,5-2,False
4019,123.0,5-1,False
4020,1052.0,8-3,False
4021,310.0,5-4,False
4022,206.0,8-2,False
4023,291.0,3-1,False
4024,244.0,2-4,False
4025,641.0,5-2,False
4026,327.0,5-3,False
4027,168.0,1-4,False
4028,1277.0,2-2,False
4029,368.0,8-3,False
4030,346.0,3-3,False
4031,86.0,8-4,False
4032,86.0,8-4,False
4033,822.0,2-1,False
4034,279.0,6-1,False
4035,315.0,7-3,False
4036,303.0,4-3,False
4037,580.0,4-4,False
4038,492.0,1-4,False
4039,132.0,3-2,False
4040,626.0,1-1,False
4041,571.0,2-1,False
4042,424.0,6-1,False
4043,287.0,7-1,False
4044,269.0,8-1,False
4045,358.0,5-4,False
4046,346.0,8-3,False
4047,153.0,8-1,False
4048,646.0,5-2,False
4049,236.0,2-1,False
4050,250.0,1-3,False
4051,199.0,5-1,False
4052,532.0,1-3,False
4053,630.0,1-1,False
4054,201.0,4-2,False
4055,507.0,4-3,False
4056,1126.0,8-1,False
4057,280.0,2-4,False
4058,300.0,6-3,False
4059,136.0,5-1,False
4060,73.0,4-4,False
4061,406.0,2-1,False
4062,217.0,3-3,False
4063,323.0,4-3,False
4064,213.0,3-4,False
4065,326.0,4-3,False
4066,460.0,4-1,False
4067,137.0,8-1,False
4068,691.0,3-1,False
4069,87.0,8-2,False
4070,209.0,7-2,False
4071,173.0,1-4,False
4072,172.0,1-4,False
4073,282.0,6-1,False
4074,505.0,7-3,False
4075,134.0,1-2,False
4076,282.0,6-1,False
4077,260.0,2-1,False
4078,258.0,5-3,False
4079,284.0,2-4,False
4080,897.0,8-3,False
4081,763.0,1-2,False
4082,150.0,4-2,False
4083,75.0,4-4,False
4084,242.0,7-4,False
4085,244.0,1-1,False
4086,147.0,8-1,False
4087,576.0,1-2,False
4088,1040.0,8-3,False
4089,583.0,1-3,False
4090,213.0,5-1,False
4091,167.0,5-2,False
4092,79.0,8-4,False
4093,734.0,5-1,False
4094,919.0,7-2,False
4095,224.0,3-3,False
4096,377.0,5-2,False
4097,565.0,6-1,False
4098,171.0,6-4,False
4099,167.0,6-4,False
4100,224.0,3-3,False
4101,259.0,8-1,False
4102,378.0,6-1,False
4103,672.0,3-1,False
4104,226.0,3-3,False
4105,220.0,6-3,False
4106,220.0,1-1,False
4107,280.0,3-1,False
4108,383.0,5-2,False
4109,83.0,8-4,False
4110,302.0,4-3,False
4111,458.0,2-3,False
4112,214.0,3-4,False
4113,211.0,4-2,False
4114,191.0,7-1,False
4115,136.0,4-2,False
4116,85.0,8-4,False
4117,275.0,6-1,False
4118,75.0,4-4,False
4119,410.0,2-2,False
4120,171.0,1-4,False
4121,204.0,4-2,False
4122,220.0,8-2,False
4123,292.0,5-2,False
4124,75.0,4-4,False
4125,172.0,1-4,False
4126,417.0,7-3,False
4127,77.0,4-4,False
4128,122.0,1-2,False
4129,86.0,8-4,False
4130,147.0,8-1,False
4131,355.0,8-3,False
4132,242.0,6-2,False
4133,911.0,7-1,False
4134,74.0,4-4,False
4135,226.0,3-3,False
4136,236.0,7-4,False
4137,382.0,5-2,False
4138,296.0,3-4,False
4139,937.0,6-2,False
4140,331.0,7-3,False
4141,120.0,5-1,False
4142,163.0,6-4,False
4143,225.0,3-3,False
4144,278.0,7-3,False
4145,282.0,6-1,False
4146,167.0,6-4,False
4147,231.0,7-1,False
4148,73.0,4-4,False
4149,353.0,5-3,False
4150,823.0,5-2,False
4151,287.0,3-4,False
4152,279.0,6-4,False
4153,581.0,1-2,False
4154,363.0,2-3,False
4155,417.0,3-2,False
4156,320.0,1-3,False
4157,214.0,3-4,False
4158,310.0,4-3,False
4159,215.0,3-4,False
4160,226.0,6-3,False
4161,166.0,6-4,False
4162,340.0,7-2,False
4163,242.0,2-1,False
4164,224.0,3-1,False
4165,123.0,5-1,False
4166,242.0,2-4,False
4167,1182.0,4-1,False
4168,150.0,4-2,False
4169,517.0,6-2,False
4170,310.0,4-1,False
4171,217.0,6-3,False
4172,718.0,7-3,False
4173,259.0,8-1,False
4174,243.0,2-4,False
4175,1168.0,3-1,False
4176,1144.0,3-2,False
4177,225.0,6-3,False
4178,397.0,2-2,False
4179,-30.0,1-2,False
4180,113.0,4-2,False
4181,258.0,3-3,False
4182,158.0,3-2,False
4183,140.0,5-1,False
4184,142.0,4-2,False
4185,255.0,5-3,False
4186,984.0,2-3,False
4187,79.0,7-3,False
4188,657.0,8-3,False
4189,323.0,4-3,False
4190,307.0,4-3,False
4191,86.0,8-4,False
4192,147.0,8-1,False
4193,718.0,6-2,False
4194,-14.0,1-2,False
4195,894.0,8-3,False
4196,150.0,4-2,False
4197,289.0,6-1,False
4198,987.0,7-3,False
4199,934.0,8-3,False
4200,701.0,7-2,False
4201,370.0,5-4,False
4202,1319.0,1-1,False
4203,486.0,6-2,False
4204,86.0,8-4,False
4205,226.0,1-1,False
4206,640.0,3-1,False
4207,214.0,3-4,False
4208,292.0,6-4,False
4209,95.0,5-1,False
4210,243.0,2-4,False
4211,360.0,6-2,False
4212,171.0,6-4,False
4213,259.0,8-1,False
4214,319.0,7-1,False
4215,238.0,2-2,False
4216,245.0,2-2,False
4217,-129.0,4-4,False
4218,136.0,3-2,False
4219,206.0,7-1,False
4220,59.0,2-2,False
4221,148.0,4-2,False
4222,-4.0,5-2,False
4223,243.0,2-4,False
4224,167.0,6-4,False
4225,169.0,6-4,False
4226,76.0,4-4,False
4227,87.0,8-4,False
4228,288.0,6-1,False
4229,227.0,3-3,False
4230,148.0,4-2,False
4231,440.0,7-3,False
4232,278.0,7-4,False
4233,191.0,7-1,False
4234,59.0,3-1,False
4235,272.0,6-1,False
4236,252.0,1-1,False
4237,226.0,4-1,False
4238,336.0,4-3,False
4239,173.0,6-4,False
4240,158.0,8-2,False
4241,445.0,7-1,False
4242,79.0,4-4,False
4243,311.0,3-1,False
4244,340.0,3-4,False
4245,280.0,2-4,False
4246,293.0,3-4,False
4247,289.0,6-1,False
4248,330.0,4-3,False
4249,164.0,8-1,False
4250,172.0,6-4,False
4251,241.0,6-3,False
4252,172.0,6-4,False
4253,118.0,5-3,False
4254,358.0,7-4,False
4255,1027.0,7-3,False
4256,242.0,6-2,False
4257,458.0,2-1,False
4258,773.0,8-3,False
4259,799.0,5-2,False
4260,208.0,5-1,False
4261,428.0,6-1,False
4262,188.0,4-3,False
4263,393.0,1-2,False
4264,251.0,1-3,False
4265,259.0,2-1,False
4266,432.0,6-1,False
4267,434.0,6-1,False
4268,306.0,6-3,False
4269,243.0,5-3,False
4270,669.0,8-1,False
4271,354.0,3-3,False
4272,481.0,1-4,False
4273,919.0,2-1,False
4274,152.0,5-2,False
4275,1105.0,8-4,False
4276,325.0,5-3,False
4277,242.0,5-4,False
4278,273.0,5-4,False
4279,295.0,3-1,False
4280,524.0,3-1,False
4281,258.0,2-1,False
4282,1208.0,4-1,False
4283,430.0,6-1,False
4284,251.0,7-4,False
4285,247.0,6-2,False
4286,861.0,5-2,False
4287,263.0,7-4,False
4288,520.0,5-2,False
4289,252.0,8-2,False
4290,278.0,7-4,False
4291,297.0,3-1,False
4292,168.0,1-4,False
4293,247.0,5-3,False
4294,242.0,5-4,False
4295,258.0,2-1,False
4296,278.0,4-2,False
4297,577.0,4-2,False
4298,74.0,4-4,False
4299,419.0,7-2,False
4300,727.0,3-1,False
4301,229.0,7-2,False
4302,267.0,8-1,False
4303,324.0,1-3,False
4304,346.0,7-3,False
4305,302.0,4-3,False
4306,310.0,2-4,False
4307,355.0,4-1,False
4308,195.0,7-1,False
4309,421.0,7-3,False
4310,419.0,7-2,False
4311,315.0,4-3,False
4312,102.0,5-3,False
4313,396.0,1-4,False
4314,305.0,5-4,False
4315,218.0,3-4,False
4316,233.0,1-1,False
4317,303.0,4-3,False
4318,377.0,5-2,False
4319,623.0,7-3,False
4320,225.0,5-3,False
4321,322.0,1-3,False
4322,1123.0,8-3,False
4323,169.0,1-4,False
4324,472.0,4-1,False
4325,145.0,8-2,False
4326,238.0,5-4,False
4327,296.0,7-1,False
4328,1039.0,8-3,False
4329,388.0,4-1,False
4330,772.0,6-2,False
4331,259.0,7-4,False
4332,214.0,6-3,False
4333,392.0,4-1,False
4334,303.0,7-1,False
4335,1000.0,2-3,False
4336,1082.0,2-2,False
4337,216.0,1-3,False
4338,185.0,8-3,False
4339,204.0,4-2,False
4340,334.0,3-2,False
4341,355.0,1-3,False
4342,637.0,5-2,False
4343,443.0,6-1,False
4344,250.0,3-3,False
4345,384.0,4-1,False
4346,273.0,8-1,False
4347,170.0,6-4,False
4348,219.0,6-3,False
4349,356.0,4-3,False
4350,127.0,8-4,False
4351,107.0,8-4,False
4352,516.0,7-3,False
4353,159.0,8-1,False
4354,1256.0,2-3,False
4355,221.0,1-3,False
4356,185.0,2-4,False
4357,1142.0,2-2,False
4358,756.0,8-3,False
4359,1168.0,3-2,False
4360,1149.0,7-2,False
4361,607.0,7-2,False
4362,104.0,8-4,False
4363,150.0,3-2,False
4364,223.0,5-3,False
4365,206.0,4-2,False
4366,204.0,4-2,False
4367,132.0,1-2,False
4368,252.0,5-3,False
4369,357.0,7-2,False
4370,230.0,1-1,False
4371,304.0,4-3,False
4372,243.0,5-4,False
4373,147.0,8-1,False
4374,240.0,2-1,False
4375,229.0,6-3,False
4376,229.0,1-3,False
4377,167.0,1-4,False
4378,173.0,2-3,False
4379,349.0,4-1,False
4380,150.0,4-2,False
4381,120.0,1-2,False
4382,559.0,1-2,False
4383,242.0,2-4,False
4384,69.0,4-4,False
4385,786.0,1-2,False
4386,287.0,3-1,False
4387,1019.0,2-3,False
4388,164.0,8-1,False
4389,212.0,5-1,False
4390,173.0,1-4,False
4391,249.0,1-1,False
4392,277.0,2-1,False
4393,171.0,1-4,False
4394,201.0,7-1,False
4395,1084.0,2-2,False
4396,418.0,7-2,False
4397,187.0,3-4,False
4398,964.0,8-1,False
4399,493.0,3-1,False
4400,242.0,2-4,False
4401,171.0,6-4,False
4402,75.0,4-4,False
4403,243.0,2-4,False
4404,274.0,2-4,False
4405,274.0,7-4,False
4406,86.0,8-4,False
4407,243.0,2-4,False
4408,990.0,7-3,False
4409,136.0,3-2,False
4410,315.0,6-3,False
4411,368.0,5-4,False
4412,999.0,2-3,False
4413,380.0,5-2,False
4414,227.0,1-3,False
4415,242.0,1-1,False
4416,259.0,8-2,False
4417,75.0,4-4,False
4418,242.0,5-4,False
4419,242.0,2-4,False
4420,150.0,4-2,False
4421,582.0,7-2,False
4422,715.0,6-2,False
4423,77.0,4-4,False
4424,175.0,7-1,False
4425,384.0,5-2,False
4426,146.0,4-2,False
4427,242.0,8-2,False
4428,542.0,2-1,False
4429,227.0,6-3,False
4430,171.0,6-4,False
4431,227.0,3-3,False
4432,399.0,6-4,False
4433,526.0,1-3,False
4434,360.0,6-2,False
4435,419.0,8-3,False
4436,1342.0,2-2,False
4437,239.0,1-3,False
4438,311.0,2-4,False
4439,638.0,2-1,False
4440,315.0,4-3,False
4441,227.0,1-3,False
4442,227.0,5-3,False
4443,266.0,5-2,False
4444,75.0,4-4,False
4445,365.0,2-3,False
4446,305.0,2-3,False
4447,230.0,5-3,False
4448,214.0,3-4,False
4449,214.0,3-4,False
4450,75.0,4-4,False
4451,226.0,1-3,False
4452,309.0,6-3,False
4453,214.0,3-4,False
4454,371.0,3-4,False
4455,196.0,5-1,False
4456,169.0,1-4,False
4457,136.0,3-2,False
4458,240.0,2-4,False
4459,278.0,3-1,False
4460,136.0,3-2,False
4461,288.0,6-1,False
4462,1104.0,7-1,False
4463,167.0,6-4,False
4464,389.0,4-1,False
4465,226.0,3-3,False
4466,227.0,1-3,False
4467,398.0,6-4,False
4468,248.0,1-3,False
4469,352.0,3-3,False
4470,491.0,7-3,False
4471,1144.0,7-2,False
4472,239.0,7-4,False
4473,262.0,2-1,False
4474,273.0,3-1,False
4475,309.0,3-2,False
4476,581.0,1-2,False
4477,926.0,8-3,False
4478,197.0,5-1,False
4479,337.0,4-3,False
4480,615.0,1-1,False
4481,638.0,5-2,False
4482,126.0,1-2,False
4483,303.0,7-1,False
4484,367.0,3-4,False
4485,77.0,4-4,False
4486,298.0,6-3,False
4487,367.0,8-3,False
4488,1135.0,7-2,False
4489,136.0,3-2,False
4490,308.0,2-3,False
4491,656.0,5-2,False
4492,349.0,3-4,False
4493,375.0,5-2,False
4494,171.0,6-4,False
4495,227.0,3-3,False
4496,-6.0,2-3,False
4497,170.0,8-1,False
4498,158.0,8-2,False
4499,279.0,8-3,False
4500,303.0,4-3,False
4501,242.0,5-4,False
4502,227.0,3-3,False
4503,281.0,7-3,False
4504,395.0,4-1,False
4505,121.0,1-2,False
4506,241.0,7-4,False
4507,275.0,3-1,False
4508,168.0,6-4,False
4509,102.0,5-3,False
4510,242.0,7-4,False
4511,525.0,3-1,False
4512,216.0,5-3,False
4513,773.0,6-2,False
4514,914.0,8-3,False
4515,231.0,1-1,False
4516,307.0,7-1,False
4517,227.0,5-3,False
4518,75.0,4-4,False
4519,225.0,3-3,False
4520,222.0,3-3,False
4521,404.0,2-1,False
4522,398.0,1-4,False
4523,419.0,7-3,False
4524,86.0,8-4,False
4525,1025.0,2-2,False
4526,76.0,4-4,False
4527,276.0,7-3,False
4528,167.0,6-4,False
4529,147.0,8-1,False
4530,167.0,6-4,False
4531,394.0,2-3,False
4532,395.0,4-1,False
4533,562.0,6-1,False
4534,171.0,1-4,False
4535,299.0,7-1,False
4536,293.0,7-1,False
4537,276.0,3-2,False
4538,723.0,2-3,False
4539,243.0,2-4,False
4540,240.0,7-4,False
4541,421.0,6-1,False
4542,120.0,1-2,False
4543,227.0,1-3,False
4544,123.0,5-1,False
4545,289.0,2-3,False
4546,86.0,8-4,False
4547,169.0,1-4,False
4548,929.0,8-3,False
4549,167.0,6-4,False
4550,226.0,3-3,False
4551,667.0,8-3,False
4552,-28.0,8-2,False
4553,108.0,3-2,False
4554,417.0,7-2,False
4555,636.0,3-1,False
4556,280.0,8-2,False
4557,264.0,4-2,False
4558,226.0,6-3,False
4559,75.0,4-4,False
4560,1029.0,8-3,False
4561,735.0,3-1,False
4562,210.0,4-2,False
4563,238.0,5-4,False
4564,392.0,1-4,False
4565,420.0,6-1,False
4566,303.0,4-3,False
4567,653.0,5-2,False
4568,169.0,6-4,False
4569,136.0,4-4,False
4570,369.0,5-3,False
4571,383.0,5-2,False
4572,170.0,6-4,False
4573,149.0,4-2,False
4574,269.0,7-4,False
4575,261.0,8-1,False
4576,1310.0,2-2,False
4577,477.0,7-1,False
4578,56.0,2-3,False
4579,943.0,7-2,False
4580,224.0,1-3,False
4581,302.0,4-3,False
4582,210.0,4-2,False
4583,303.0,4-3,False
4584,241.0,2-4,False
4585,489.0,3-3,False
4586,147.0,8-1,False
4587,150.0,4-2,False
4588,352.0,3-3,False
4589,86.0,8-4,False
4590,2086.0,2-2,False
