episode,total_reward,x_pos,time,flag_get,loss,epsilon,steps,truncated,stuck,course,time
228,256.0,325,388,False,9.489520072937012,0.774135,251,False,False,2-1,2025-12-11 19:07:11.861025
229,229.0,295,292,False,13.687874794006348,0.7731399999999999,163,False,False,5-1,2025-12-11 19:07:12.862241
230,274.0,338,391,False,15.029291152954102,0.772145,195,False,False,2-1,2025-12-11 19:07:15.547504
231,415.0,487,384,False,4.842745304107666,0.77115,325,False,False,6-1,2025-12-11 19:07:19.224496
232,136.0,197,394,False,19.582422256469727,0.7701549999999999,137,False,False,4-2,2025-12-11 19:07:20.066212
233,148.0,210,395,False,6.832566261291504,0.76916,113,False,False,4-2,2025-12-11 19:07:23.704725
234,220.0,285,290,False,6.1505327224731445,0.768165,202,False,False,2-4,2025-12-11 19:07:24.921560
235,1617.0,1730,243,False,12.509790420532227,0.76717,1152,False,False,3-2,2025-12-11 19:07:34.892976
236,378.0,481,352,False,11.658208847045898,0.766175,967,False,False,1-2,2025-12-11 19:07:45.083309
237,279.0,344,293,False,9.103020668029785,0.76518,151,False,False,3-4,2025-12-11 19:07:46.729476
238,256.0,320,292,False,4.196526050567627,0.764185,173,False,False,5-4,2025-12-11 19:07:48.533528
239,261.0,425,291,False,10.871282577514648,0.76319,2185,False,False,6-2,2025-12-11 19:08:14.402657
240,360.0,434,284,False,7.429821968078613,0.762195,323,False,False,8-3,2025-12-11 19:08:18.039708
241,678.0,851,284,False,10.286145210266113,0.7612,2321,False,False,1-2,2025-12-11 19:08:44.484164
242,165.0,227,295,False,4.814233303070068,0.760205,103,False,False,8-3,2025-12-11 19:08:45.927666
243,275.0,340,293,False,7.236879348754883,0.7592099999999999,152,False,False,5-4,2025-12-11 19:08:49.073445
244,315.0,382,390,False,5.698779106140137,0.758215,217,False,False,7-1,2025-12-11 19:08:50.469280
245,642.0,720,377,False,6.536604404449463,0.75722,475,False,False,5-2,2025-12-11 19:08:57.197770
246,196.0,259,294,False,4.932137966156006,0.756225,123,False,False,8-3,2025-12-11 19:08:57.973525
247,1075.0,1234,296,False,13.136869430541992,0.7552300000000001,2099,False,False,2-2,2025-12-11 19:09:22.219917
248,855.0,950,362,False,9.562545776367188,0.754235,765,False,False,7-2,2025-12-11 19:09:35.477899
249,103.0,164,296,False,15.371297836303711,0.75324,83,False,False,5-3,2025-12-11 19:09:36.044182
250,218.0,282,293,False,12.581881523132324,0.752245,145,False,False,1-3,2025-12-11 19:09:37.001872
251,279.0,355,381,False,8.460172653198242,0.75125,391,False,False,6-1,2025-12-11 19:09:43.338919
252,302.0,379,379,False,5.845697402954102,0.750255,431,False,False,4-1,2025-12-11 19:09:48.405378
253,216.0,281,392,False,8.302984237670898,0.74926,169,False,False,1-1,2025-12-11 19:09:49.557166
254,650.0,728,378,False,14.073956489562988,0.748265,450,False,False,5-2,2025-12-11 19:09:55.502415
255,272.0,341,386,False,8.198343276977539,0.74727,283,False,False,8-2,2025-12-11 19:10:00.328114
256,143.0,203,396,False,12.991418838500977,0.746275,95,False,False,8-2,2025-12-11 19:10:00.950591
257,235.0,301,291,False,14.366218566894531,0.7452799999999999,181,False,False,3-3,2025-12-11 19:10:02.915540
258,852.0,948,362,False,7.385251998901367,0.744285,767,False,False,5-2,2025-12-11 19:10:11.018854
259,162.0,224,293,False,13.696272850036621,0.74329,154,False,False,1-4,2025-12-11 19:10:12.059116
260,361.0,437,381,False,7.022913932800293,0.7422949999999999,385,False,False,4-1,2025-12-11 19:10:16.825791
261,552.0,639,369,False,6.013935565948486,0.7413000000000001,633,False,False,4-4,2025-12-11 19:10:20.979496
262,507.0,577,287,False,31.852109909057617,0.740305,269,False,False,7-3,2025-12-11 19:10:24.201209
263,216.0,281,291,False,7.208930969238281,0.7393099999999999,195,False,False,3-4,2025-12-11 19:10:25.522849
264,361.0,437,381,False,14.784772872924805,0.738315,395,False,False,4-1,2025-12-11 19:10:28.233750
265,389.0,457,288,False,11.62319564819336,0.73732,251,False,False,1-4,2025-12-11 19:10:31.408421
