episode,total_reward,x_pos,time,flag_get,loss,epsilon,steps,truncated,stuck,course,time
122,714.0,847,324,False,18.804431915283203,0.879605,1521,False,False,1-1,2025-12-10 22:14:24.003815
123,747.0,896,305,False,8.034067153930664,0.87861,1917,False,False,1-1,2025-12-10 22:14:36.932843
124,218.0,286,389,False,13.064924240112305,0.877615,227,False,False,1-1,2025-12-10 22:14:38.426840
125,221.0,288,390,False,31.630489349365234,0.87662,203,False,False,1-1,2025-12-10 22:14:39.693244
126,577.0,657,377,False,12.867085456848145,0.875625,465,False,False,1-1,2025-12-10 22:14:42.662088
127,611.0,700,369,False,27.20921516418457,0.87463,635,False,False,1-1,2025-12-10 22:14:46.805485
128,234.0,301,391,False,19.50676727294922,0.8736349999999999,189,False,False,1-1,2025-12-10 22:14:48.003969
129,241.0,306,392,False,26.67995262145996,0.87264,167,False,False,1-1,2025-12-10 22:14:49.234784
130,1198.0,1411,244,False,41.287567138671875,0.871645,3125,False,False,1-1,2025-12-10 22:15:09.370873
131,1289.0,1420,326,False,23.478248596191406,0.87065,1494,False,False,1-1,2025-12-10 22:15:18.869676
132,618.0,722,351,False,33.680606842041016,0.869655,997,False,False,1-1,2025-12-10 22:15:25.153059
133,586.0,722,319,False,26.58762550354004,0.86866,1632,True,True,1-1,2025-12-10 22:15:35.438674
134,765.0,895,325,False,29.760643005371094,0.867665,1511,False,False,1-1,2025-12-10 22:15:44.892155
135,758.0,896,316,False,34.56047058105469,0.86667,1679,False,False,1-1,2025-12-10 22:15:55.571416
136,231.0,296,392,False,13.771468162536621,0.865675,167,False,False,1-1,2025-12-10 22:15:56.617171
137,243.0,313,388,False,25.263811111450195,0.86468,239,False,False,1-1,2025-12-10 22:15:58.082896
138,634.0,722,367,False,19.47655487060547,0.863685,671,False,False,1-1,2025-12-10 22:16:02.258753
139,608.0,697,368,False,26.711435317993164,0.86269,647,False,False,1-1,2025-12-10 22:16:06.290480
140,725.0,889,289,False,21.367881774902344,0.861695,2223,False,False,1-1,2025-12-10 22:16:20.205106
141,775.0,888,341,False,30.332759857177734,0.8607,1179,False,False,1-1,2025-12-10 22:16:27.678442
142,232.0,298,392,False,24.469682693481445,0.859705,173,False,False,1-1,2025-12-10 22:16:28.752993
143,1084.0,1410,129,False,12.70190143585205,0.85871,5422,False,False,1-1,2025-12-10 22:17:03.181025
144,1615.0,1788,285,False,16.066341400146484,0.857715,2305,False,False,1-1,2025-12-10 22:17:22.889223
145,237.0,302,392,False,34.85144805908203,0.85672,163,False,False,1-1,2025-12-10 22:17:23.906196
146,751.0,846,363,False,24.76453971862793,0.8557250000000001,739,False,False,1-1,2025-12-10 22:17:28.547753
147,693.0,840,311,False,15.146490097045898,0.85473,1795,False,False,1-1,2025-12-10 22:17:40.541116
148,590.0,674,373,False,48.069847106933594,0.853735,543,False,False,1-1,2025-12-10 22:17:43.913927
149,975.0,1127,303,False,21.6185302734375,0.85274,1946,False,False,1-1,2025-12-10 22:17:56.283323
150,630.0,707,381,False,15.046682357788086,0.851745,395,False,False,1-1,2025-12-10 22:17:58.908431
151,243.0,308,393,False,13.151719093322754,0.85075,157,False,False,1-1,2025-12-10 22:17:59.887840
152,491.0,722,224,False,18.273395538330078,0.849755,3528,True,True,1-1,2025-12-10 22:18:22.532596
153,202.0,271,388,False,40.08435821533203,0.84876,239,False,False,1-1,2025-12-10 22:18:24.020364
154,221.0,289,390,False,26.526817321777344,0.847765,205,False,False,1-1,2025-12-10 22:18:25.862674
155,557.0,722,290,False,19.15899085998535,0.84677,2200,True,True,1-1,2025-12-10 22:18:39.868962
156,611.0,795,273,False,31.21259880065918,0.8457749999999999,2543,False,False,1-1,2025-12-10 22:18:56.707986
157,1120.0,1218,357,False,16.83257293701172,0.84478,877,False,False,1-1,2025-12-10 22:19:02.231992
158,606.0,689,374,False,30.480161666870117,0.843785,533,False,False,1-1,2025-12-10 22:19:05.973540
159,240.0,305,392,False,27.40683364868164,0.84279,169,False,False,1-1,2025-12-10 22:19:07.053099
160,221.0,286,391,False,35.532676696777344,0.841795,189,False,False,1-1,2025-12-10 22:19:08.271140
161,1157.0,1407,207,False,23.608379364013672,0.8408,3876,False,False,1-1,2025-12-10 22:19:35.195092
162,1019.0,1124,350,False,30.574920654296875,0.839805,1003,False,False,1-1,2025-12-10 22:19:42.512659
163,596.0,722,329,False,28.31336212158203,0.8388100000000001,1436,True,True,1-1,2025-12-10 22:19:51.889051
164,630.0,716,369,False,34.107723236083984,0.837815,625,False,False,1-1,2025-12-10 22:19:55.956151
165,229.0,293,393,False,27.508224487304688,0.83682,153,False,False,1-1,2025-12-10 22:19:57.021380
166,230.0,296,391,False,37.18260192871094,0.835825,179,False,False,1-1,2025-12-10 22:19:58.162201
167,233.0,303,388,False,21.530441284179688,0.83483,249,False,False,1-1,2025-12-10 22:19:59.815622
168,1445.0,1791,111,False,24.957660675048828,0.833835,5789,False,False,1-1,2025-12-10 22:20:52.368926
169,1029.0,1221,265,False,36.229103088378906,0.83284,2699,False,False,1-1,2025-12-10 22:21:10.140276
170,598.0,706,348,False,14.49526596069336,0.831845,1055,False,False,1-1,2025-12-10 22:21:17.309755
171,611.0,689,379,False,40.39201354980469,0.83085,421,False,False,1-1,2025-12-10 22:21:20.229250
172,1045.0,1152,351,False,23.414546966552734,0.829855,994,False,False,1-1,2025-12-10 22:21:27.108823
173,1028.0,1138,347,False,17.73967742919922,0.82886,1060,False,False,1-1,2025-12-10 22:21:34.601699
174,1054.0,1198,311,False,43.49492645263672,0.8278650000000001,1793,False,False,1-1,2025-12-10 22:21:46.457899
175,1303.0,1432,329,False,38.57227325439453,0.82687,1426,False,False,1-1,2025-12-10 22:21:56.115440
176,992.0,1124,323,False,61.78367233276367,0.825875,1550,False,False,1-1,2025-12-10 22:22:06.578818
177,727.0,832,351,False,48.736724853515625,0.8248800000000001,993,False,False,1-1,2025-12-10 22:22:13.248716
