episode,total_reward,x_pos,time,flag_get,loss,epsilon,steps,course,time
780,785.0,804,275,False,0,0.90652,2517,1-1,2025-12-10 03:54:11.573975
781,731.0,666,379,False,0,0.9064,425,1-1,2025-12-10 03:54:12.604685
782,297.0,308,394,False,0,0.90628,127,1-1,2025-12-10 03:54:12.902236
783,756.0,690,385,False,0,0.90616,311,1-1,2025-12-10 03:54:13.644926
784,278.0,296,392,False,0,0.90604,165,1-1,2025-12-10 03:54:14.024157
785,723.0,834,166,False,0,0.90592,4681,1-1,2025-12-10 03:54:24.985931
786,1565.0,1424,290,False,0,0.9057999999999999,2206,1-1,2025-12-10 03:54:30.132232
787,1629.0,1421,324,False,0,0.90568,1531,1-1,2025-12-10 03:54:33.668976
788,782.0,722,358,False,0,0.90556,857,1-1,2025-12-10 03:54:35.664894
789,986.0,898,344,False,0,0.90544,1131,1-1,2025-12-10 03:54:38.268958
790,1472.0,1433,178,False,0,0.90532,4449,1-1,2025-12-10 03:54:48.654623
791,733.0,665,376,False,0,0.9052,479,1-1,2025-12-10 03:54:49.783090
792,274.0,298,392,False,0,0.90508,159,1-1,2025-12-10 03:54:50.151362
793,301.0,310,394,False,0,0.90496,133,1-1,2025-12-10 03:54:50.474827
794,1685.0,1514,243,False,0,0.90484,3143,1-1,2025-12-10 03:54:57.702371
795,870.0,898,229,False,0,0.90472,3421,1-1,2025-12-10 03:55:05.949734
796,809.0,722,381,False,0,0.9046,387,1-1,2025-12-10 03:55:06.891553
797,285.0,307,393,False,0,0.90448,143,1-1,2025-12-10 03:55:07.229543
798,306.0,315,394,False,0,0.90436,129,1-1,2025-12-10 03:55:07.546459
799,1188.0,1123,282,False,0,0.90424,2372,1-1,2025-12-10 03:55:13.056999
800,2910.0,2473,299,False,0,0.90412,2027,1-1,2025-12-10 03:55:18.001216
801,282.0,300,394,False,0,0.904,137,1-1,2025-12-10 03:55:18.326857
802,281.0,304,394,False,0,0.90388,131,1-1,2025-12-10 03:55:18.661076
803,872.0,898,209,False,0,0.90376,3819,1-1,2025-12-10 03:55:27.760438
804,761.0,898,133,False,0,0.90364,5341,1-1,2025-12-10 03:55:40.426256
805,756.0,684,385,False,0,0.90352,313,1-1,2025-12-10 03:55:41.141683
806,764.0,694,380,False,0,0.9034,409,1-1,2025-12-10 03:55:42.096313
807,925.0,848,346,False,0,0.90328,1085,1-1,2025-12-10 03:55:44.651696
808,1277.0,1126,349,False,0,0.90316,1031,1-1,2025-12-10 03:55:47.121857
809,805.0,722,368,False,0,0.90304,655,1-1,2025-12-10 03:55:48.651297
810,302.0,313,394,False,0,0.90292,129,1-1,2025-12-10 03:55:48.945419
811,772.0,699,382,False,0,0.9028,377,1-1,2025-12-10 03:55:49.819883
812,297.0,310,394,False,0,0.90268,123,1-1,2025-12-10 03:55:50.101735
813,286.0,299,393,False,0,0.90256,145,1-1,2025-12-10 03:55:50.458026
814,284.0,298,393,False,0,0.90244,143,1-1,2025-12-10 03:55:50.785609
815,277.0,301,394,False,0,0.90232,133,1-1,2025-12-10 03:55:51.088983
816,1228.0,1128,316,False,0,0.9022,1685,1-1,2025-12-10 03:55:55.035622
817,727.0,663,380,False,0,0.90208,415,1-1,2025-12-10 03:55:56.016999
818,763.0,864,160,False,0,0.90196,4803,1-1,2025-12-10 03:56:07.440143
819,1271.0,1138,336,False,0,0.90184,1288,1-1,2025-12-10 03:56:10.529646
820,275.0,298,392,False,0,0.90172,163,1-1,2025-12-10 03:56:10.908088
821,716.0,804,204,False,0,0.9016,3935,1-1,2025-12-10 03:56:20.236472
822,1776.0,1671,159,False,0,0.90148,4833,1-1,2025-12-10 03:56:31.604260
823,743.0,673,374,False,0,0.9013599999999999,533,1-1,2025-12-10 03:56:32.870243
824,301.0,311,394,False,0,0.90124,127,1-1,2025-12-10 03:56:33.162155
825,276.0,291,392,False,0,0.90112,173,1-1,2025-12-10 03:56:33.580587
826,768.0,704,369,False,0,0.901,621,1-1,2025-12-10 03:56:35.043832
827,2255.0,1957,322,False,0,0.90088,1575,1-1,2025-12-10 03:56:38.776468
828,782.0,702,383,False,0,0.90076,343,1-1,2025-12-10 03:56:39.582738
829,799.0,722,370,False,0,0.90064,613,1-1,2025-12-10 03:56:41.025675
830,973.0,898,340,False,0,0.90052,1207,1-1,2025-12-10 03:56:43.888644
831,756.0,683,381,False,0,0.9004,389,1-1,2025-12-10 03:56:44.799717
832,304.0,314,394,False,0,0.90028,131,1-1,2025-12-10 03:56:45.111467
833,1017.0,898,366,False,0,0.90016,697,1-1,2025-12-10 03:56:46.763792
834,298.0,311,394,False,0,0.90004,119,1-1,2025-12-10 03:56:47.040629
835,792.0,812,259,False,0,0.89992,2827,1-1,2025-12-10 03:56:53.791371
836,808.0,898,172,False,0,0.8997999999999999,4573,1-1,2025-12-10 03:57:04.670443
837,300.0,310,395,False,0,0.89968,113,1-1,2025-12-10 03:57:04.930708
838,744.0,814,204,False,0,0.89956,3921,1-1,2025-12-10 03:57:14.275489
839,745.0,682,385,False,0,0.89944,309,1-1,2025-12-10 03:57:14.999849
840,302.0,312,394,False,0,0.89932,121,1-1,2025-12-10 03:57:15.278665
841,790.0,707,384,False,0,0.8992,335,1-1,2025-12-10 03:57:16.078330
842,764.0,698,384,False,0,0.89908,323,1-1,2025-12-10 03:57:16.848359
843,292.0,303,393,False,0,0.89896,149,1-1,2025-12-10 03:57:17.199084
844,807.0,722,384,False,0,0.89884,325,1-1,2025-12-10 03:57:17.964682
845,1707.0,1518,278,False,0,0.89872,2443,1-1,2025-12-10 03:57:23.672147
846,1509.0,1437,190,False,0,0.8986,4199,1-1,2025-12-10 03:57:33.600753
847,936.0,850,345,False,0,0.89848,1111,1-1,2025-12-10 03:57:36.199300
848,286.0,298,393,False,0,0.89836,155,1-1,2025-12-10 03:57:36.573338
849,267.0,286,393,False,0,0.89824,153,1-1,2025-12-10 03:57:36.922256
850,1008.0,1126,64,False,0,0.89812,6732,1-1,2025-12-10 03:57:52.674882
851,283.0,302,394,False,0,0.898,135,1-1,2025-12-10 03:57:52.984491
852,281.0,297,392,False,0,0.89788,161,1-1,2025-12-10 03:57:53.353922
853,907.0,812,362,False,0,0.89776,769,1-1,2025-12-10 03:57:55.153505
854,276.0,303,393,False,0,0.89764,147,1-1,2025-12-10 03:57:55.505992
855,641.0,898,0,False,0,0.89752,8018,1-1,2025-12-10 03:58:14.099506
856,1248.0,1137,311,False,0,0.8974,1787,1-1,2025-12-10 03:58:18.283280
857,283.0,295,392,False,0,0.89728,165,1-1,2025-12-10 03:58:18.673972
858,759.0,682,382,False,0,0.89716,369,1-1,2025-12-10 03:58:19.534131
859,299.0,307,393,False,0,0.89704,147,1-1,2025-12-10 03:58:19.875176
860,299.0,310,395,False,0,0.8969199999999999,113,1-1,2025-12-10 03:58:20.137950
861,757.0,689,382,False,0,0.8968,371,1-1,2025-12-10 03:58:21.023379
862,769.0,691,381,False,0,0.89668,389,1-1,2025-12-10 03:58:21.937652
863,736.0,677,380,False,0,0.89656,407,1-1,2025-12-10 03:58:22.888684
864,1155.0,1129,250,False,0,0.89644,3006,1-1,2025-12-10 03:58:29.970547
865,804.0,722,371,False,0,0.89632,597,1-1,2025-12-10 03:58:31.384512
866,302.0,310,395,False,0,0.8962,117,1-1,2025-12-10 03:58:31.655212
867,276.0,291,392,False,0,0.89608,167,1-1,2025-12-10 03:58:32.041247
868,778.0,722,369,False,0,0.89596,633,1-1,2025-12-10 03:58:33.546731
869,780.0,707,381,False,0,0.89584,385,1-1,2025-12-10 03:58:34.450426
870,967.0,898,329,False,0,0.89572,1433,1-1,2025-12-10 03:58:37.823009
871,1537.0,1425,245,False,0,0.8956,3114,1-1,2025-12-10 03:58:45.208911
872,769.0,700,382,False,0,0.89548,373,1-1,2025-12-10 03:58:46.079868
873,781.0,722,370,False,0,0.8953599999999999,613,1-1,2025-12-10 03:58:47.550299
874,990.0,898,344,False,0,0.89524,1131,1-1,2025-12-10 03:58:50.227354
875,841.0,868,241,False,0,0.89512,3189,1-1,2025-12-10 03:58:57.806341
876,281.0,302,394,False,0,0.895,125,1-1,2025-12-10 03:58:58.091843
877,951.0,841,375,False,0,0.89488,517,1-1,2025-12-10 03:58:59.311302
878,293.0,306,394,False,0,0.89476,129,1-1,2025-12-10 03:58:59.633648
879,297.0,305,394,False,0,0.89464,133,1-1,2025-12-10 03:58:59.944521
880,301.0,313,395,False,0,0.89452,115,1-1,2025-12-10 03:59:00.219054
881,882.0,898,241,False,0,0.8944,3197,1-1,2025-12-10 03:59:07.736429
882,273.0,305,392,False,0,0.89428,165,1-1,2025-12-10 03:59:08.114867
883,283.0,298,392,False,0,0.89416,159,1-1,2025-12-10 03:59:08.493180
884,976.0,864,365,False,0,0.89404,707,1-1,2025-12-10 03:59:10.137761
885,289.0,305,393,False,0,0.89392,147,1-1,2025-12-10 03:59:10.487192
886,1525.0,1410,240,False,0,0.8938,3203,1-1,2025-12-10 03:59:18.054337
887,988.0,898,350,False,0,0.89368,1017,1-1,2025-12-10 03:59:20.491943
888,1264.0,1128,332,False,0,0.89356,1370,1-1,2025-12-10 03:59:23.636578
889,924.0,852,342,False,0,0.89344,1171,1-1,2025-12-10 03:59:26.354598
890,779.0,722,368,False,0,0.89332,657,1-1,2025-12-10 03:59:27.872607
891,287.0,296,392,False,0,0.8932,169,1-1,2025-12-10 03:59:28.261924
892,2885.0,2471,265,False,0,0.89308,2708,1-1,2025-12-10 03:59:34.629273
893,1501.0,1437,194,False,0,0.89296,4133,1-1,2025-12-10 03:59:44.194692
894,1294.0,1129,372,False,0,0.89284,564,1-1,2025-12-10 03:59:45.552981
895,284.0,295,392,False,0,0.89272,161,1-1,2025-12-10 03:59:45.916681
896,1422.0,1411,127,False,0,0.8926000000000001,5459,1-1,2025-12-10 03:59:58.753516
897,272.0,288,391,False,0,0.8924799999999999,183,1-1,2025-12-10 03:59:59.184178
898,800.0,722,371,False,0,0.89236,585,1-1,2025-12-10 04:00:00.594521
899,740.0,673,380,False,0,0.89224,399,1-1,2025-12-10 04:00:01.525936
900,282.0,295,393,False,0,0.89212,153,1-1,2025-12-10 04:00:01.882527
901,287.0,298,393,False,0,0.892,155,1-1,2025-12-10 04:00:02.253697
902,783.0,722,371,False,0,0.89188,595,1-1,2025-12-10 04:00:03.677763
903,977.0,884,350,False,0,0.89176,1001,1-1,2025-12-10 04:00:06.068799
904,785.0,707,383,False,0,0.89164,341,1-1,2025-12-10 04:00:06.859068
905,1016.0,898,361,False,0,0.89152,783,1-1,2025-12-10 04:00:08.686094
906,304.0,313,394,False,0,0.8914,137,1-1,2025-12-10 04:00:08.999238
907,774.0,705,381,False,0,0.89128,393,1-1,2025-12-10 04:00:09.914349
908,1634.0,1408,358,False,0,0.89116,857,1-1,2025-12-10 04:00:11.904933
909,966.0,898,314,False,0,0.89104,1733,1-1,2025-12-10 04:00:15.934923
910,1253.0,1127,337,False,0,0.8909199999999999,1261,1-1,2025-12-10 04:00:18.882079
911,280.0,301,393,False,0,0.8908,149,1-1,2025-12-10 04:00:19.226190
912,926.0,898,279,False,0,0.89068,2421,1-1,2025-12-10 04:00:24.905994
913,1000.0,898,350,False,0,0.89056,1001,1-1,2025-12-10 04:00:27.251967
914,308.0,316,394,False,0,0.89044,131,1-1,2025-12-10 04:00:27.570331
915,793.0,711,379,False,0,0.89032,431,1-1,2025-12-10 04:00:28.588252
916,773.0,691,385,False,0,0.8902,305,1-1,2025-12-10 04:00:29.276247
917,1227.0,1129,320,False,0,0.89008,1609,1-1,2025-12-10 04:00:33.058282
918,1196.0,1134,287,False,0,0.88996,2259,1-1,2025-12-10 04:00:38.394471
919,1251.0,1130,316,False,0,0.88984,1695,1-1,2025-12-10 04:00:42.321886
920,1703.0,1525,271,False,0,0.88972,2583,1-1,2025-12-10 04:00:48.325625
921,974.0,898,324,False,0,0.8896,1529,1-1,2025-12-10 04:00:51.905654
922,767.0,689,377,False,0,0.88948,471,1-1,2025-12-10 04:00:52.986961
923,1248.0,1130,309,False,0,0.88936,1828,1-1,2025-12-10 04:00:57.181525
924,298.0,311,394,False,0,0.88924,121,1-1,2025-12-10 04:00:57.479533
925,1720.0,1531,291,False,0,0.88912,2181,1-1,2025-12-10 04:01:02.514301
926,760.0,682,383,False,0,0.889,343,1-1,2025-12-10 04:01:03.295921
927,1673.0,1441,352,False,0,0.88888,962,1-1,2025-12-10 04:01:05.576786
928,295.0,308,393,False,0,0.88876,143,1-1,2025-12-10 04:01:05.904643
929,1235.0,1125,320,False,0,0.88864,1599,1-1,2025-12-10 04:01:09.657500
930,926.0,830,373,False,0,0.88852,547,1-1,2025-12-10 04:01:10.976827
931,255.0,273,391,False,0,0.8884,197,1-1,2025-12-10 04:01:11.460058
932,298.0,307,393,False,0,0.88828,155,1-1,2025-12-10 04:01:11.848244
933,1551.0,1442,237,False,0,0.8881600000000001,3278,1-1,2025-12-10 04:01:19.464150
934,295.0,309,394,False,0,0.8880399999999999,119,1-1,2025-12-10 04:01:19.738905
935,286.0,298,394,False,0,0.88792,137,1-1,2025-12-10 04:01:20.055215
936,844.0,850,273,False,0,0.8878,2541,1-1,2025-12-10 04:01:26.035173
937,771.0,702,370,False,0,0.88768,613,1-1,2025-12-10 04:01:27.479424
938,763.0,693,382,False,0,0.88756,377,1-1,2025-12-10 04:01:28.367056
939,778.0,722,357,False,0,0.88744,865,1-1,2025-12-10 04:01:30.455112
940,283.0,295,394,False,0,0.88732,135,1-1,2025-12-10 04:01:30.763649
941,2223.0,1958,264,False,0,0.8872,2733,1-1,2025-12-10 04:01:37.183121
942,765.0,860,174,False,0,0.88708,4537,1-1,2025-12-10 04:01:47.942792
943,295.0,303,393,False,0,0.88696,141,1-1,2025-12-10 04:01:48.269942
944,1556.0,1430,243,False,0,0.88684,3140,1-1,2025-12-10 04:01:55.622606
945,743.0,689,367,False,0,0.88672,667,1-1,2025-12-10 04:01:57.217808
946,644.0,898,0,False,0,0.8866,8018,1-1,2025-12-10 04:02:16.340096
947,738.0,677,380,False,0,0.88648,409,1-1,2025-12-10 04:02:17.412515
948,745.0,676,382,False,0,0.88636,373,1-1,2025-12-10 04:02:18.292537
949,286.0,296,393,False,0,0.88624,139,1-1,2025-12-10 04:02:18.633162
950,767.0,694,384,False,0,0.88612,331,1-1,2025-12-10 04:02:19.425638
951,1013.0,1149,63,False,0,0.886,6748,1-1,2025-12-10 04:02:35.278364
952,1181.0,1129,262,False,0,0.88588,2768,1-1,2025-12-10 04:02:41.908371
953,879.0,826,327,False,0,0.88576,1475,1-1,2025-12-10 04:02:45.422108
954,292.0,303,393,False,0,0.88564,147,1-1,2025-12-10 04:02:45.762929
955,1271.0,1409,0,False,0,0.88552,8002,1-1,2025-12-10 04:03:04.808548
956,771.0,690,385,False,0,0.8854,299,1-1,2025-12-10 04:03:05.514847
957,1160.0,1126,233,False,0,0.88528,3346,1-1,2025-12-10 04:03:13.458509
958,1175.0,1125,241,False,0,0.88516,3194,1-1,2025-12-10 04:03:20.990821
959,1496.0,1414,190,False,0,0.88504,4201,1-1,2025-12-10 04:03:30.819866
960,875.0,847,296,False,0,0.88492,2083,1-1,2025-12-10 04:03:35.783227
961,300.0,310,394,False,0,0.8848,131,1-1,2025-12-10 04:03:36.084462
962,804.0,722,373,False,0,0.88468,557,1-1,2025-12-10 04:03:37.420447
963,275.0,294,393,False,0,0.88456,149,1-1,2025-12-10 04:03:37.767809
964,1655.0,1439,327,False,0,0.88444,1474,1-1,2025-12-10 04:03:41.293069
965,885.0,818,344,False,0,0.88432,1137,1-1,2025-12-10 04:03:44.003945
966,753.0,684,381,False,0,0.8842,383,1-1,2025-12-10 04:03:44.879311
967,1547.0,1422,250,False,0,0.88408,3018,1-1,2025-12-10 04:03:51.815871
968,767.0,691,383,False,0,0.88396,343,1-1,2025-12-10 04:03:52.605434
969,273.0,291,393,False,0,0.88384,157,1-1,2025-12-10 04:03:52.963696
970,763.0,685,380,False,0,0.88372,415,1-1,2025-12-10 04:03:53.931518
971,278.0,298,392,False,0,0.8835999999999999,159,1-1,2025-12-10 04:03:54.303406
972,741.0,683,372,False,0,0.88348,577,1-1,2025-12-10 04:03:55.643765
973,989.0,898,349,False,0,0.88336,1019,1-1,2025-12-10 04:03:57.995240
974,1546.0,1428,236,False,0,0.88324,3297,1-1,2025-12-10 04:04:05.697709
975,299.0,310,395,False,0,0.88312,115,1-1,2025-12-10 04:04:05.960772
976,282.0,302,393,False,0,0.883,149,1-1,2025-12-10 04:04:06.305606
977,758.0,898,102,False,0,0.88288,5973,1-1,2025-12-10 04:04:20.224869
978,1078.0,1127,152,False,0,0.88276,4977,1-1,2025-12-10 04:04:31.724236
979,291.0,300,393,False,0,0.88264,155,1-1,2025-12-10 04:04:32.083008
980,766.0,722,359,False,0,0.88252,819,1-1,2025-12-10 04:04:34.005221
981,804.0,722,371,False,0,0.8824,597,1-1,2025-12-10 04:04:35.412434
982,633.0,898,0,False,0,0.88228,8018,1-1,2025-12-10 04:04:54.033158
983,760.0,687,379,False,0,0.8821599999999999,419,1-1,2025-12-10 04:04:55.007245
984,261.0,283,392,False,0,0.88204,163,1-1,2025-12-10 04:04:55.394190
985,300.0,311,395,False,0,0.88192,117,1-1,2025-12-10 04:04:55.660252
986,270.0,293,393,False,0,0.8818,153,1-1,2025-12-10 04:04:56.010790
987,786.0,722,368,False,0,0.88168,651,1-1,2025-12-10 04:04:57.536913
988,764.0,692,373,False,0,0.88156,555,1-1,2025-12-10 04:04:58.832643
989,273.0,292,393,False,0,0.88144,153,1-1,2025-12-10 04:04:59.179230
990,278.0,295,393,False,0,0.88132,157,1-1,2025-12-10 04:04:59.554044
991,1259.0,1126,335,False,0,0.8812,1309,1-1,2025-12-10 04:05:02.585071
992,771.0,706,369,False,0,0.88108,633,1-1,2025-12-10 04:05:04.069512
993,795.0,722,371,False,0,0.88096,585,1-1,2025-12-10 04:05:05.465165
994,305.0,314,394,False,0,0.8808400000000001,121,1-1,2025-12-10 04:05:05.740254
995,800.0,856,212,False,0,0.88072,3767,1-1,2025-12-10 04:05:14.498794
996,804.0,722,371,False,0,0.8806,589,1-1,2025-12-10 04:05:15.861158
997,279.0,295,392,False,0,0.88048,159,1-1,2025-12-10 04:05:16.216235
998,1002.0,1125,70,False,0,0.88036,6609,1-1,2025-12-10 04:05:31.471083
999,282.0,298,393,False,0,0.88024,145,1-1,2025-12-10 04:05:31.796673
1000,279.0,295,393,False,0,0.88012,149,1-1,2025-12-10 04:05:32.133912
1001,893.0,848,325,False,0,0.88,1517,1-1,2025-12-10 04:05:40.113053
1002,849.0,867,237,False,0,0.87988,3269,1-1,2025-12-10 04:05:47.786324
1003,287.0,302,393,False,0,0.87976,147,1-1,2025-12-10 04:05:48.120317
1004,292.0,310,394,False,0,0.87964,127,1-1,2025-12-10 04:05:48.428892
1005,956.0,864,358,False,0,0.87952,839,1-1,2025-12-10 04:05:50.393165
1006,801.0,722,371,False,0,0.8794,579,1-1,2025-12-10 04:05:51.738055
1007,1078.0,1125,163,False,0,0.8792800000000001,4743,1-1,2025-12-10 04:06:02.781777
1008,894.0,815,363,False,0,0.8791599999999999,741,1-1,2025-12-10 04:06:04.509591
1009,1613.0,1414,329,False,0,0.87904,1432,1-1,2025-12-10 04:06:07.864177
1010,800.0,722,373,False,0,0.87892,545,1-1,2025-12-10 04:06:09.123867
1011,732.0,664,380,False,0,0.8788,415,1-1,2025-12-10 04:06:10.096871
1012,265.0,285,391,False,0,0.87868,181,1-1,2025-12-10 04:06:10.525811
1013,758.0,703,355,False,0,0.87856,911,1-1,2025-12-10 04:06:12.637539
1014,792.0,802,273,False,0,0.87844,2557,1-1,2025-12-10 04:06:18.623964
1015,1310.0,1127,374,False,0,0.87832,535,1-1,2025-12-10 04:06:19.863895
1016,286.0,296,393,False,0,0.8782,149,1-1,2025-12-10 04:06:20.206318
1017,285.0,294,392,False,0,0.87808,161,1-1,2025-12-10 04:06:20.596867
1018,951.0,898,302,False,0,0.87796,1963,1-1,2025-12-10 04:06:25.156367
1019,292.0,303,393,False,0,0.87784,147,1-1,2025-12-10 04:06:25.510675
1020,904.0,850,306,False,0,0.8777200000000001,1893,1-1,2025-12-10 04:06:29.958846
1021,284.0,299,393,False,0,0.8775999999999999,145,1-1,2025-12-10 04:06:30.304240
1022,634.0,898,0,False,0,0.87748,8018,1-1,2025-12-10 04:06:48.863887
1023,294.0,307,393,False,0,0.87736,139,1-1,2025-12-10 04:06:49.179760
1024,908.0,845,331,False,0,0.87724,1397,1-1,2025-12-10 04:06:52.435557
1025,737.0,675,368,False,0,0.87712,647,1-1,2025-12-10 04:06:53.914490
1026,848.0,815,315,False,0,0.877,1717,1-1,2025-12-10 04:06:57.924506
1027,293.0,306,394,False,0,0.87688,123,1-1,2025-12-10 04:06:58.209817
1028,790.0,856,196,False,0,0.87676,4085,1-1,2025-12-10 04:07:07.720447
1029,295.0,309,394,False,0,0.87664,125,1-1,2025-12-10 04:07:08.003180
1030,954.0,898,316,False,0,0.87652,1689,1-1,2025-12-10 04:07:11.946770
1031,1260.0,1244,214,False,0,0.8764,3733,1-1,2025-12-10 04:07:20.652525
1032,304.0,315,394,False,0,0.87628,137,1-1,2025-12-10 04:07:20.962303
1033,741.0,680,365,False,0,0.87616,711,1-1,2025-12-10 04:07:22.628992
1034,307.0,316,393,False,0,0.8760399999999999,139,1-1,2025-12-10 04:07:22.940626
1035,732.0,679,382,False,0,0.87592,365,1-1,2025-12-10 04:07:23.778803
1036,805.0,722,370,False,0,0.8758,607,1-1,2025-12-10 04:07:25.184407
1037,1418.0,1514,8,False,0,0.87568,7853,1-1,2025-12-10 04:07:42.939779
1038,296.0,309,394,False,0,0.87556,137,1-1,2025-12-10 04:07:43.250020
1039,266.0,287,392,False,0,0.87544,161,1-1,2025-12-10 04:07:43.630142
1040,270.0,301,393,False,0,0.87532,155,1-1,2025-12-10 04:07:43.983698
1041,737.0,683,381,False,0,0.8752,397,1-1,2025-12-10 04:07:44.896203
1042,300.0,308,393,False,0,0.87508,145,1-1,2025-12-10 04:07:45.228804
1043,762.0,692,381,False,0,0.87496,385,1-1,2025-12-10 04:07:46.120796
1044,289.0,301,393,False,0,0.87484,141,1-1,2025-12-10 04:07:46.459461
1045,792.0,898,148,False,0,0.8747199999999999,5057,1-1,2025-12-10 04:07:58.230526
1046,297.0,307,394,False,0,0.8746,123,1-1,2025-12-10 04:07:58.532044
1047,634.0,898,0,False,0,0.87448,8018,1-1,2025-12-10 04:08:16.607600
1048,779.0,697,383,False,0,0.87436,357,1-1,2025-12-10 04:08:17.425330
1049,291.0,302,393,False,0,0.87424,143,1-1,2025-12-10 04:08:17.747311
1050,750.0,679,373,False,0,0.87412,557,1-1,2025-12-10 04:08:19.038071
1051,294.0,303,393,False,0,0.874,149,1-1,2025-12-10 04:08:19.393177
1052,1146.0,1125,204,False,0,0.87388,3929,1-1,2025-12-10 04:08:28.408919
1053,293.0,310,394,False,0,0.87376,125,1-1,2025-12-10 04:08:28.688763
1054,1239.0,1125,307,False,0,0.87364,1863,1-1,2025-12-10 04:08:32.959890
1055,283.0,299,393,False,0,0.87352,143,1-1,2025-12-10 04:08:33.280771
1056,303.0,313,395,False,0,0.8734,117,1-1,2025-12-10 04:08:33.566317
1057,725.0,688,352,False,0,0.8732800000000001,961,1-1,2025-12-10 04:08:35.788680
1058,850.0,858,262,False,0,0.8731599999999999,2775,1-1,2025-12-10 04:08:42.261698
1059,296.0,305,393,False,0,0.87304,143,1-1,2025-12-10 04:08:42.601201
1060,1561.0,1428,251,False,0,0.87292,2988,1-1,2025-12-10 04:08:49.546190
1061,791.0,722,371,False,0,0.8728,593,1-1,2025-12-10 04:08:50.909974
1062,761.0,685,380,False,0,0.87268,403,1-1,2025-12-10 04:08:51.832979
1063,788.0,722,355,False,0,0.87256,917,1-1,2025-12-10 04:08:53.943504
1064,1393.0,1433,82,False,0,0.87244,6366,1-1,2025-12-10 04:09:08.649734
1065,295.0,305,394,False,0,0.87232,129,1-1,2025-12-10 04:09:08.956155
1066,795.0,722,369,False,0,0.8722,625,1-1,2025-12-10 04:09:10.426748
1067,1502.0,1412,214,False,0,0.87208,3738,1-1,2025-12-10 04:09:19.222302
1068,870.0,898,248,False,0,0.87196,3055,1-1,2025-12-10 04:09:26.256267
1069,724.0,673,377,False,0,0.87184,465,1-1,2025-12-10 04:09:27.337272
1070,794.0,722,373,False,0,0.87172,557,1-1,2025-12-10 04:09:28.653808
1071,747.0,686,371,False,0,0.8715999999999999,583,1-1,2025-12-10 04:09:30.003238
1072,744.0,670,381,False,0,0.87148,397,1-1,2025-12-10 04:09:30.936062
1073,759.0,680,385,False,0,0.87136,313,1-1,2025-12-10 04:09:31.661985
1074,801.0,898,166,False,0,0.87124,4685,1-1,2025-12-10 04:09:42.532651
1075,738.0,696,355,False,0,0.87112,901,1-1,2025-12-10 04:09:44.604103
1076,283.0,296,393,False,0,0.871,147,1-1,2025-12-10 04:09:44.937149
1077,807.0,722,371,False,0,0.87088,585,1-1,2025-12-10 04:09:46.295003
1078,1245.0,1136,316,False,0,0.87076,1684,1-1,2025-12-10 04:09:50.172082
1079,749.0,675,382,False,0,0.87064,377,1-1,2025-12-10 04:09:51.045795
1080,788.0,722,370,False,0,0.87052,605,1-1,2025-12-10 04:09:52.470027
1081,1476.0,1421,170,False,0,0.8704000000000001,4614,1-1,2025-12-10 04:10:03.208905
1082,298.0,307,394,False,0,0.8702799999999999,135,1-1,2025-12-10 04:10:03.536579
1083,1218.0,1122,312,False,0,0.87016,1759,1-1,2025-12-10 04:10:07.645343
1084,787.0,707,383,False,0,0.87004,347,1-1,2025-12-10 04:10:08.448087
1085,300.0,312,393,False,0,0.86992,143,1-1,2025-12-10 04:10:08.779662
1086,911.0,869,326,False,0,0.8698,1485,1-1,2025-12-10 04:10:12.240211
1087,303.0,313,395,False,0,0.86968,113,1-1,2025-12-10 04:10:12.511030
1088,776.0,722,369,False,0,0.86956,629,1-1,2025-12-10 04:10:13.968265
1089,280.0,295,393,False,0,0.86944,145,1-1,2025-12-10 04:10:14.299349
1090,858.0,812,318,False,0,0.86932,1657,1-1,2025-12-10 04:10:18.143285
1091,760.0,697,364,False,0,0.8692,723,1-1,2025-12-10 04:10:19.812260
1092,273.0,295,393,False,0,0.86908,153,1-1,2025-12-10 04:10:20.161235
1093,285.0,299,393,False,0,0.86896,139,1-1,2025-12-10 04:10:20.485908
1094,939.0,898,290,False,0,0.8688400000000001,2215,1-1,2025-12-10 04:10:25.610669
1095,793.0,722,371,False,0,0.8687199999999999,581,1-1,2025-12-10 04:10:26.968873
1096,762.0,685,383,False,0,0.8686,339,1-1,2025-12-10 04:10:27.755581
1097,301.0,309,394,False,0,0.86848,137,1-1,2025-12-10 04:10:28.071026
1098,1502.0,1438,194,False,0,0.86836,4128,1-1,2025-12-10 04:10:37.611426
1099,840.0,835,284,False,0,0.86824,2321,1-1,2025-12-10 04:10:43.036374
1100,295.0,307,394,False,0,0.86812,125,1-1,2025-12-10 04:10:43.320819
1101,645.0,898,0,False,0,0.868,8018,1-1,2025-12-10 04:11:01.880226
1102,261.0,295,392,False,0,0.86788,167,1-1,2025-12-10 04:11:02.262697
1103,797.0,712,380,False,0,0.86776,413,1-1,2025-12-10 04:11:03.206450
1104,791.0,722,372,False,0,0.86764,565,1-1,2025-12-10 04:11:04.523075
1105,793.0,722,370,False,0,0.86752,607,1-1,2025-12-10 04:11:05.922017
1106,837.0,811,311,False,0,0.8674,1779,1-1,2025-12-10 04:11:10.069080
1107,1109.0,1126,192,False,0,0.86728,4167,1-1,2025-12-10 04:11:19.781152
1108,788.0,722,371,False,0,0.8671599999999999,585,1-1,2025-12-10 04:11:21.136507
