episode,total_reward,x_pos,time,flag_get,loss,epsilon,steps,course,time
49,802.0,722,371,False,0,0.99424,597,1-1,2025-12-10 03:16:09.882296
50,1497.0,1440,173,False,0,0.99412,4546,1-1,2025-12-10 03:16:20.422314
51,869.0,898,216,False,0,0.994,3689,1-1,2025-12-10 03:16:28.971292
52,284.0,307,393,False,0,0.99388,155,1-1,2025-12-10 03:16:29.324440
53,1129.0,1136,194,False,0,0.99376,4136,1-1,2025-12-10 03:16:38.790596
54,839.0,807,304,False,0,0.99364,1935,1-1,2025-12-10 03:16:43.254530
55,956.0,1127,29,False,0,0.99352,7435,1-1,2025-12-10 03:16:59.961679
56,302.0,314,394,False,0,0.9934,121,1-1,2025-12-10 03:17:00.248105
57,296.0,309,394,False,0,0.99328,133,1-1,2025-12-10 03:17:00.567956
58,1153.0,1138,205,False,0,0.99316,3899,1-1,2025-12-10 03:17:09.521915
59,696.0,674,347,False,0,0.99304,1077,1-1,2025-12-10 03:17:11.962495
60,772.0,693,382,False,0,0.99292,363,1-1,2025-12-10 03:17:12.787574
61,281.0,308,393,False,0,0.9928,145,1-1,2025-12-10 03:17:13.115139
62,276.0,289,392,False,0,0.99268,169,1-1,2025-12-10 03:17:13.507783
63,1598.0,1436,294,False,0,0.99256,2134,1-1,2025-12-10 03:17:18.360054
64,283.0,291,392,False,0,0.99244,177,1-1,2025-12-10 03:17:18.778724
65,884.0,860,288,False,0,0.99232,2257,1-1,2025-12-10 03:17:24.003975
66,763.0,688,383,False,0,0.9922,357,1-1,2025-12-10 03:17:24.818008
67,1206.0,1124,273,False,0,0.99208,2556,1-1,2025-12-10 03:17:30.624284
